,Unnamed: 0,ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
1006,1006,1006,Komisariat 1007,"plac Wrzosowa 47/68
83-472 Żywiec",13
1007,1007,1007,Komisariat 1008,"ul. Jana Sobieskiego 07/91
43-268 Kraków",24
1008,1008,1008,Komisariat 1009,"ulica Szpitalna 01/79
04-905 Ciechanów",16
1009,1009,1009,Komisariat 1010,"pl. Jana III Sobieskiego 77
60-466 Świdnica",30
1010,1010,1010,Komisariat 1011,"ulica Wczasowa 41/30
93-201 Ruda Śląska",17
1011,1011,1011,Komisariat 1012,"aleja Zielona 37
36-283 Gniezno",20
1012,1012,1012,Komisariat 1013,"ul. Targowa 520
78-439 Toruń",20
1013,1013,1013,Komisariat 1014,"pl. Długosza 17
07-715 Ostróda",17
1014,1014,1014,Komisariat 1015,"aleja Skrajna 13/57
07-182 Słupsk",10
1015,1015,1015,Komisariat 1016,"al. Korczaka 28
81-090 Chorzów",19
1016,1016,1016,Komisariat 1017,"ul. Jeziorna 085
88-205 Zakopane",19
1017,1017,1017,Komisariat 1018,"aleja Widok 793
07-923 Koło",19
1018,1018,1018,Komisariat 1019,"aleja Długosza 61
85-035 Jelenia Góra",18
1019,1019,1019,Komisariat 1020,"al. Łączna 567
19-493 Ostrów Mazowiecka",17
1020,1020,1020,Komisariat 1021,"ul. Handlowa 691
42-313 Giżycko",23
1021,1021,1021,Komisariat 1022,"pl. Ceglana 22/14
59-664 Lubin",22
1022,1022,1022,Komisariat 1023,"plac Dolna 81/15
84-870 Kłodzko",17
1023,1023,1023,Komisariat 1024,"pl. Szczęśliwa 425
34-052 Chorzów",28
1024,1024,1024,Komisariat 1025,"al. Morcinka 850
05-080 Świecie",17
1025,1025,1025,Komisariat 1026,"aleja Skargi 661
62-434 Ostrów Wielkopolski",24
1026,1026,1026,Komisariat 1027,"al. Rubinowa 951
97-066 Łaziska Górne",25
1027,1027,1027,Komisariat 1028,"aleja Radosna 10/31
84-824 Reda",19
1028,1028,1028,Komisariat 1029,"plac Jarzębinowa 43/97
80-068 Nowy Dwór Mazowiecki",23
1029,1029,1029,Komisariat 1030,"pl. Jana 81
51-567 Sandomierz",26
1030,1030,1030,Komisariat 1031,"al. Chmielna 078
98-090 Starogard Gdański",21
1031,1031,1031,Komisariat 1032,"ul. Prosta 476
21-968 Warszawa",17
1032,1032,1032,Komisariat 1033,"aleja Górnicza 778
20-973 Grudziądz",17
1033,1033,1033,Komisariat 1034,"ul. Sokola 26/28
56-974 Nowy Sącz",24
1034,1034,1034,Komisariat 1035,"pl. Grunwaldzka 00/43
95-063 Zawiercie",24
1035,1035,1035,Komisariat 1036,"ul. Batalionów Chłopskich 429
16-665 Łomża",23
1036,1036,1036,Komisariat 1037,"ul. Baczynskiego 485
27-385 Toruń",16
1037,1037,1037,Komisariat 1038,"pl. Malczewskiego 29/65
01-401 Nowa Ruda",23
1038,1038,1038,Komisariat 1039,"plac Kościuszki 824
26-114 Kutno",17
1039,1039,1039,Komisariat 1040,"aleja Ceglana 48/73
35-316 Sieradz",19
1040,1040,1040,Komisariat 1041,"plac Dębowa 74/70
74-958 Legnica",18
1041,1041,1041,Komisariat 1042,"al. Skośna 32/17
30-230 Knurów",23
1042,1042,1042,Komisariat 1043,"aleja Głogowa 83
85-352 Koło",30
1043,1043,1043,Komisariat 1044,"aleja Floriana 886
90-705 Puławy",28
1044,1044,1044,Komisariat 1045,"pl. Glówna 27
91-466 Koszalin",24
1045,1045,1045,Komisariat 1046,"al. Sportowa 25
73-630 Brzeg",22
1046,1046,1046,Komisariat 1047,"pl. Fabryczna 34
11-452 Pruszcz Gdański",19
1047,1047,1047,Komisariat 1048,"ul. Jesionowa 97
73-414 Kwidzyn",21
1048,1048,1048,Komisariat 1049,"plac Wyszyńskiego 336
31-224 Jelenia Góra",20
1049,1049,1049,Komisariat 1050,"al. Brzozowa 988
95-765 Zamość",23
1050,1050,1050,Komisariat 1051,"ul. Głowackiego 94
26-749 Krotoszyn",25
1051,1051,1051,Komisariat 1052,"ulica Gałczynskiego 00/05
43-354 Łaziska Górne",22
1052,1052,1052,Komisariat 1053,"plac Rubinowa 420
31-674 Bolesławiec",19
1053,1053,1053,Komisariat 1054,"ulica Orla 263
52-347 Dębica",26
1054,1054,1054,Komisariat 1055,"aleja Wróblewskiego 03/32
53-261 Żywiec",17
1055,1055,1055,Komisariat 1056,"ul. Plażowa 47/33
96-844 Piastów",24
1056,1056,1056,Komisariat 1057,"ul. Żwirowa 30/49
90-970 Tarnobrzeg",24
1057,1057,1057,Komisariat 1058,"pl. Rycerska 101
71-118 Opole",27
1058,1058,1058,Komisariat 1059,"plac Klasztorna 52/70
98-371 Nowy Sącz",19
1059,1059,1059,Komisariat 1060,"al. Browarna 00
58-820 Ostrowiec Świętokrzyski",23
1060,1060,1060,Komisariat 1061,"plac Bema 70/15
36-752 Biała Podlaska",22
1061,1061,1061,Komisariat 1062,"ul. Gałczynskiego 26
11-699 Sochaczew",23
1062,1062,1062,Komisariat 1063,"aleja Szewska 72
05-273 Świebodzice",21
1063,1063,1063,Komisariat 1064,"al. Mickiewicza 72
58-003 Zielona Góra",26
1064,1064,1064,Komisariat 1065,"ul. Grottgera 05
78-870 Zabrze",20
1065,1065,1065,Komisariat 1066,"aleja Sienkiewicza 45
31-372 Nowy Targ",25
1066,1066,1066,Komisariat 1067,"al. Ptasia 72/95
06-560 Płock",20
1067,1067,1067,Komisariat 1068,"aleja Pocztowa 53/59
50-699 Żory",17
1068,1068,1068,Komisariat 1069,"aleja Powstańców Wielkopolskich 390
17-060 Sandomierz",14
1069,1069,1069,Komisariat 1070,"plac Malczewskiego 30
64-133 Lublin",16
1070,1070,1070,Komisariat 1071,"ulica Kilińskiego 91
57-230 Gorlice",24
1071,1071,1071,Komisariat 1072,"ul. Zachodnia 62
59-346 Elbląg",22
1072,1072,1072,Komisariat 1073,"al. Wiklinowa 20/55
40-657 Nysa",21
1073,1073,1073,Komisariat 1074,"al. Żwirowa 456
61-258 Świdnik",23
1074,1074,1074,Komisariat 1075,"plac Opolska 72/03
99-259 Czerwionka-Leszczyny",18
1075,1075,1075,Komisariat 1076,"ul. Łączna 04
37-467 Lubliniec",27
1076,1076,1076,Komisariat 1077,"plac Zdrojowa 24/05
17-806 Pruszków",13
1077,1077,1077,Komisariat 1078,"al. Konstytucji 3 Maja 15/09
98-419 Turek",31
1078,1078,1078,Komisariat 1079,"al. Turkusowa 720
28-599 Włocławek",23
1079,1079,1079,Komisariat 1080,"al. Grzybowa 09
52-408 Skierniewice",22
1080,1080,1080,Komisariat 1081,"plac Kilińskiego 19
61-845 Nowy Dwór Mazowiecki",23
1081,1081,1081,Komisariat 1082,"plac Jesienna 66/95
40-436 Oleśnica",24
1082,1082,1082,Komisariat 1083,"ulica Spacerowa 61
72-493 Jelenia Góra",17
1083,1083,1083,Komisariat 1084,"ulica Miłosza 811
91-221 Koszalin",22
1084,1084,1084,Komisariat 1085,"aleja Sokola 48
63-573 Łuków",19
1085,1085,1085,Komisariat 1086,"ulica Osiedlowa 50/74
23-625 Malbork",14
1086,1086,1086,Komisariat 1087,"ulica Kościelna 89/32
40-107 Dębica",17
1087,1087,1087,Komisariat 1088,"plac Skargi 969
98-621 Bielawa",21
1088,1088,1088,Komisariat 1089,"ulica Reymonta 32
80-307 Włocławek",20
1089,1089,1089,Komisariat 1090,"plac Jastrzębia 54/60
80-837 Pszczyna",16
1090,1090,1090,Komisariat 1091,"aleja Wąska 409
86-298 Cieszyn",20
1091,1091,1091,Komisariat 1092,"aleja Skośna 90
63-830 Rzeszów",17
1092,1092,1092,Komisariat 1093,"plac Jaworowa 51
68-835 Gorzów Wielkopolski",15
1093,1093,1093,Komisariat 1094,"ul. Krakowska 069
78-284 Kielce",25
1094,1094,1094,Komisariat 1095,"aleja Lawendowa 873
04-294 Ostrów Wielkopolski",28
1095,1095,1095,Komisariat 1096,"al. Bankowa 988
86-358 Częstochowa",21
1096,1096,1096,Komisariat 1097,"al. Staszica 364
30-654 Ciechanów",22
1097,1097,1097,Komisariat 1098,"al. Krucza 381
21-942 Nowa Ruda",21
1098,1098,1098,Komisariat 1099,"ulica Wojska Polskiego 867
36-041 Reda",13
1099,1099,1099,Komisariat 1100,"pl. Zapolskiej 76/61
16-568 Chorzów",31
1100,1100,1100,Komisariat 1101,"pl. Traugutta 27/16
46-586 Wrocław",18
1101,1101,1101,Komisariat 1102,"aleja Diamentowa 03
10-054 Tarnobrzeg",15
1102,1102,1102,Komisariat 1103,"ulica Błękitna 548
16-518 Mikołów",15
1103,1103,1103,Komisariat 1104,"plac Wiatraczna 95
49-041 Legionowo",21
1104,1104,1104,Komisariat 1105,"plac Konopnickiej 47
47-904 Bydgoszcz",20
1105,1105,1105,Komisariat 1106,"ul. Kolejowa 270
65-321 Częstochowa",20
1106,1106,1106,Komisariat 1107,"plac Łabędzia 43
66-215 Ciechanów",25
1107,1107,1107,Komisariat 1108,"ulica Korczaka 11/67
61-228 Chełm",28
1108,1108,1108,Komisariat 1109,"ulica Leszczynowa 26/78
64-800 Białogard",19
1109,1109,1109,Komisariat 1110,"al. Jana 782
31-859 Ruda Śląska",13
1110,1110,1110,Komisariat 1111,"pl. Jadwigi 507
18-093 Oświęcim",21
1111,1111,1111,Komisariat 1112,"aleja Średnia 61/72
62-296 Grodzisk Mazowiecki",14
1112,1112,1112,Komisariat 1113,"al. Cmentarna 926
48-501 Kalisz",24
1113,1113,1113,Komisariat 1114,"al. Jana 58
35-262 Kalisz",19
1114,1114,1114,Komisariat 1115,"al. Bałtycka 013
26-319 Rzeszów",27
1115,1115,1115,Komisariat 1116,"pl. Powstańców Wielkopolskich 713
38-531 Jawor",13
1116,1116,1116,Komisariat 1117,"ulica Kamienna 796
61-406 Wałcz",18
1117,1117,1117,Komisariat 1118,"ulica Skośna 236
43-573 Lublin",15
1118,1118,1118,Komisariat 1119,"al. Jesienna 89
09-845 Wieluń",25
1119,1119,1119,Komisariat 1120,"al. Strzelecka 28
94-158 Częstochowa",23
1120,1120,1120,Komisariat 1121,"al. Kielecka 706
66-310 Gdańsk",28
1121,1121,1121,Komisariat 1122,"ul. Bolesława Chrobrego 00/60
72-659 Rzeszów",19
1122,1122,1122,Komisariat 1123,"pl. Myśliwska 271
30-732 Płock",26
1123,1123,1123,Komisariat 1124,"pl. Staffa 191
44-539 Zambrów",11
1124,1124,1124,Komisariat 1125,"al. Sowia 35/90
32-358 Sieradz",26
1125,1125,1125,Komisariat 1126,"ulica Niecała 94
54-226 Marki",18
1126,1126,1126,Komisariat 1127,"al. Jadwigi 92/27
54-585 Piła",15
1127,1127,1127,Komisariat 1128,"ulica Kilińskiego 88
67-926 Poznań",21
1128,1128,1128,Komisariat 1129,"al. Wysoka 983
61-120 Zgorzelec",16
1129,1129,1129,Komisariat 1130,"pl. Lazurowa 52/34
28-609 Malbork",25
1130,1130,1130,Komisariat 1131,"ulica Zakątek 826
60-565 Włocławek",25
1131,1131,1131,Komisariat 1132,"pl. Szczęśliwa 60/00
36-312 Nowy Sącz",17
1132,1132,1132,Komisariat 1133,"ulica Miłosza 21/64
20-839 Bielsko-Biała",24
1133,1133,1133,Komisariat 1134,"al. Młyńska 44/20
23-169 Tczew",22
1134,1134,1134,Komisariat 1135,"plac Krzywa 65
09-362 Dębica",14
1135,1135,1135,Komisariat 1136,"aleja Ściegiennego 64/02
39-029 Bytom",21
1136,1136,1136,Komisariat 1137,"ul. Kaliska 25/39
70-513 Ełk",17
1137,1137,1137,Komisariat 1138,"al. Brzechwy 33/01
42-978 Chorzów",20
1138,1138,1138,Komisariat 1139,"ul. Tulipanowa 54
30-261 Żyrardów",20
1139,1139,1139,Komisariat 1140,"plac Grabowa 05
15-015 Legnica",20
1140,1140,1140,Komisariat 1141,"ul. Plater 50
27-078 Starogard Gdański",12
1141,1141,1141,Komisariat 1142,"plac Niecała 53
38-079 Sieradz",12
1142,1142,1142,Komisariat 1143,"pl. Jesienna 674
57-200 Gliwice",17
1143,1143,1143,Komisariat 1144,"al. Kusocińskiego 87/82
10-350 Puławy",18
1144,1144,1144,Komisariat 1145,"al. Kilińskiego 00/11
27-191 Jarosław",20
1145,1145,1145,Komisariat 1146,"plac Maczka 16/72
44-933 Opole",18
1146,1146,1146,Komisariat 1147,"ul. Staffa 28/87
24-932 Piaseczno",15
1147,1147,1147,Komisariat 1148,"ul. Zielona 95/18
01-334 Oława",18
1148,1148,1148,Komisariat 1149,"plac Jana 866
38-378 Kielce",22
1149,1149,1149,Komisariat 1150,"al. Orzeszkowej 62/53
98-016 Sanok",23
1150,1150,1150,Komisariat 1151,"aleja Moniuszki 74
06-127 Starachowice",22
1151,1151,1151,Komisariat 1152,"plac Wrzosowa 781
60-183 Nowy Dwór Mazowiecki",8
1152,1152,1152,Komisariat 1153,"pl. Orzeszkowej 01/63
85-549 Zgierz",12
1153,1153,1153,Komisariat 1154,"ulica Wczasowa 69
47-946 Zielona Góra",18
1154,1154,1154,Komisariat 1155,"pl. Chełmońskiego 56
71-458 Swarzędz",15
1155,1155,1155,Komisariat 1156,"aleja Krańcowa 80/15
01-637 Mińsk Mazowiecki",22
1156,1156,1156,Komisariat 1157,"aleja Kaszubska 96
80-216 Słupsk",17
1157,1157,1157,Komisariat 1158,"plac Zwycięstwa 71/87
48-812 Pruszcz Gdański",20
1158,1158,1158,Komisariat 1159,"ul. Dobra 959
47-767 Opole",19
1159,1159,1159,Komisariat 1160,"ul. Rejtana 86/13
97-529 Wodzisław Śląski",19
1160,1160,1160,Komisariat 1161,"aleja Towarowa 779
56-034 Oława",19
1161,1161,1161,Komisariat 1162,"ulica Sawickiej 15/22
02-540 Lubartów",13
1162,1162,1162,Komisariat 1163,"pl. Miłosza 71
28-916 Biała Podlaska",18
1163,1163,1163,Komisariat 1164,"al. Świerczewskiego 63/09
39-997 Cieszyn",23
1164,1164,1164,Komisariat 1165,"ulica Warszawska 488
58-137 Skawina",19
1165,1165,1165,Komisariat 1166,"ulica Żwirowa 49/77
11-196 Lębork",19
1166,1166,1166,Komisariat 1167,"ulica Turystyczna 713
15-221 Zabrze",14
1167,1167,1167,Komisariat 1168,"plac Jeziorna 14
98-814 Pruszcz Gdański",27
1168,1168,1168,Komisariat 1169,"pl. Leśna 14
62-191 Gdynia",13
1169,1169,1169,Komisariat 1170,"pl. Srebrna 29
77-491 Reda",25
1170,1170,1170,Komisariat 1171,"al. Wyzwolenia 66
18-610 Bytom",15
1171,1171,1171,Komisariat 1172,"ul. Zaułek 91/30
34-367 Częstochowa",24
1172,1172,1172,Komisariat 1173,"ulica Pułaskiego 07/78
92-656 Malbork",28
1173,1173,1173,Komisariat 1174,"ulica Armii Krajowej 94/15
12-499 Knurów",17
1174,1174,1174,Komisariat 1175,"aleja Zielna 27/04
95-995 Nowy Sącz",19
1175,1175,1175,Komisariat 1176,"ul. Wspólna 778
12-152 Jarosław",21
1176,1176,1176,Komisariat 1177,"pl. Bukowa 857
90-102 Konin",22
1177,1177,1177,Komisariat 1178,"plac Poznańska 13/33
67-047 Toruń",17
1178,1178,1178,Komisariat 1179,"al. Zaciszna 28/07
40-345 Sanok",17
1179,1179,1179,Komisariat 1180,"al. Poniatowskiego 50
60-863 Sosnowiec",25
1180,1180,1180,Komisariat 1181,"ul. Kruczkowskiego 60/35
98-820 Jastrzębie-Zdrój",25
1181,1181,1181,Komisariat 1182,"pl. Waryńskiego 02/95
48-088 Wodzisław Śląski",17
1182,1182,1182,Komisariat 1183,"pl. Widok 36
26-938 Nowy Dwór Mazowiecki",18
1183,1183,1183,Komisariat 1184,"ul. Bema 27/81
54-725 Mińsk Mazowiecki",26
1184,1184,1184,Komisariat 1185,"ul. Wiślana 039
97-308 Dąbrowa Górnicza",22
1185,1185,1185,Komisariat 1186,"ul. Andersa 55/92
91-531 Turek",20
1186,1186,1186,Komisariat 1187,"al. Kazimierza Wielkiego 85
66-019 Polkowice",30
1187,1187,1187,Komisariat 1188,"aleja Malczewskiego 60/41
15-153 Siemianowice Śląskie",24
1188,1188,1188,Komisariat 1189,"aleja Górska 731
57-809 Płock",16
1189,1189,1189,Komisariat 1190,"aleja Sokola 48/94
66-250 Augustów",24
1190,1190,1190,Komisariat 1191,"ul. Stefana Batorego 823
99-568 Łomża",20
1191,1191,1191,Komisariat 1192,"pl. Żurawia 896
47-115 Siedlce",21
1192,1192,1192,Komisariat 1193,"plac Niecała 55
62-158 Luboń",30
1193,1193,1193,Komisariat 1194,"ul. Wyspiańskiego 907
50-134 Sosnowiec",16
1194,1194,1194,Komisariat 1195,"ulica Spacerowa 56
95-131 Olsztyn",16
1195,1195,1195,Komisariat 1196,"pl. Turystyczna 264
08-339 Środa Wielkopolska",23
1196,1196,1196,Komisariat 1197,"al. Daleka 36
85-902 Gniezno",21
1197,1197,1197,Komisariat 1198,"aleja Łabędzia 66/76
56-943 Lubin",25
1198,1198,1198,Komisariat 1199,"al. Średnia 737
78-434 Myszków",19
1199,1199,1199,Komisariat 1200,"plac Leśna 90/13
42-991 Pruszków",13
1200,1200,1200,Komisariat 1201,"ul. Chmielna 377
51-947 Leszno",20
1201,1201,1201,Komisariat 1202,"aleja Władysława Jagiełły 18/29
62-608 Kędzierzyn-Koźle",28
1202,1202,1202,Komisariat 1203,"al. Wysoka 393
09-329 Kluczbork",21
1203,1203,1203,Komisariat 1204,"pl. Szpitalna 61/59
57-714 Tarnowskie Góry",16
1204,1204,1204,Komisariat 1205,"ul. Waryńskiego 233
84-731 Nowy Dwór Mazowiecki",18
1205,1205,1205,Komisariat 1206,"al. Moniuszki 95/62
80-430 Sandomierz",26
1206,1206,1206,Komisariat 1207,"plac Baczynskiego 006
29-434 Ciechanów",17
1207,1207,1207,Komisariat 1208,"ul. Stefana Batorego 97
03-182 Katowice",22
1208,1208,1208,Komisariat 1209,"ul. Sarnia 99
23-571 Jastrzębie-Zdrój",20
1209,1209,1209,Komisariat 1210,"ulica Konwaliowa 60/95
52-821 Gdynia",19
1210,1210,1210,Komisariat 1211,"plac Kazimierza Wielkiego 86
51-051 Legionowo",19
1211,1211,1211,Komisariat 1212,"aleja Jana 42/95
79-883 Kluczbork",20
1212,1212,1212,Komisariat 1213,"ul. Cedrowa 82/72
36-625 Kluczbork",17
1213,1213,1213,Komisariat 1214,"ul. Kosynierów 94
43-213 Ruda Śląska",18
1214,1214,1214,Komisariat 1215,"ul. Grabowa 24
62-254 Kołobrzeg",20
1215,1215,1215,Komisariat 1216,"ulica Willowa 81
75-066 Świebodzice",19
1216,1216,1216,Komisariat 1217,"al. Składowa 065
18-241 Opole",30
1217,1217,1217,Komisariat 1218,"pl. Kalinowa 66/28
53-059 Szczytno",20
1218,1218,1218,Komisariat 1219,"ul. Jastrzębia 60
14-511 Zambrów",21
1219,1219,1219,Komisariat 1220,"ul. Morelowa 88/70
15-106 Czeladź",21
1220,1220,1220,Komisariat 1221,"plac Piłsudskiego 52/77
78-786 Szczecin",19
1221,1221,1221,Komisariat 1222,"al. Krokusowa 46/58
36-558 Bydgoszcz",23
1222,1222,1222,Komisariat 1223,"ul. Toruńska 01
73-586 Zawiercie",14
1223,1223,1223,Komisariat 1224,"pl. Ciasna 81
95-998 Kraków",21
1224,1224,1224,Komisariat 1225,"al. Konarskiego 524
36-987 Łaziska Górne",21
1225,1225,1225,Komisariat 1226,"pl. Rolna 56
59-470 Koszalin",22
1226,1226,1226,Komisariat 1227,"plac Zielna 04
45-759 Olkusz",25
1227,1227,1227,Komisariat 1228,"plac Pałacowa 97/61
25-093 Łomża",24
1228,1228,1228,Komisariat 1229,"pl. Zaciszna 68
69-385 Piła",23
1229,1229,1229,Komisariat 1230,"al. Sadowa 033
75-341 Świętochłowice",24
1230,1230,1230,Komisariat 1231,"pl. Tulipanowa 48/38
01-851 Inowrocław",16
1231,1231,1231,Komisariat 1232,"pl. Długosza 39
32-237 Środa Wielkopolska",15
1232,1232,1232,Komisariat 1233,"ulica Malczewskiego 03
39-351 Wodzisław Śląski",15
1233,1233,1233,Komisariat 1234,"al. Szczęśliwa 77
10-843 Skawina",19
1234,1234,1234,Komisariat 1235,"aleja Maja 29/09
98-634 Luboń",14
1235,1235,1235,Komisariat 1236,"pl. Szmaragdowa 06/65
25-534 Rybnik",17
1236,1236,1236,Komisariat 1237,"ulica Jesienna 25/85
88-463 Jasło",22
1237,1237,1237,Komisariat 1238,"aleja Pogodna 22/26
98-899 Warszawa",19
1238,1238,1238,Komisariat 1239,"ul. Nałkowskiej 910
74-660 Gorlice",22
1239,1239,1239,Komisariat 1240,"al. Władysława Łokietka 80
45-248 Zabrze",16
1240,1240,1240,Komisariat 1241,"plac Kolejowa 896
83-028 Police",19
1241,1241,1241,Komisariat 1242,"al. Strzelecka 67
35-723 Grodzisk Mazowiecki",12
1242,1242,1242,Komisariat 1243,"aleja Piłsudskiego 721
63-053 Gorzów Wielkopolski",14
1243,1243,1243,Komisariat 1244,"ul. Żytnia 689
91-823 Płock",17
1244,1244,1244,Komisariat 1245,"ul. Wiejska 54/73
73-095 Zakopane",21
1245,1245,1245,Komisariat 1246,"al. Powstańców 04/12
99-838 Pruszków",21
1246,1246,1246,Komisariat 1247,"ulica Zdrojowa 267
17-100 Oleśnica",17
1247,1247,1247,Komisariat 1248,"ulica Sportowa 084
65-085 Gliwice",16
1248,1248,1248,Komisariat 1249,"ul. Zachodnia 405
10-050 Ełk",26
1249,1249,1249,Komisariat 1250,"ulica Pałacowa 55/17
85-898 Łowicz",22
1250,1250,1250,Komisariat 1251,"ul. Zaułek 03/46
45-408 Zgorzelec",17
1251,1251,1251,Komisariat 1252,"al. Szymanowskiego 72
81-364 Grudziądz",15
1252,1252,1252,Komisariat 1253,"pl. Witosa 24/79
29-811 Łódź",15
1253,1253,1253,Komisariat 1254,"aleja Wyspiańskiego 34
15-014 Chorzów",19
1254,1254,1254,Komisariat 1255,"ul. Jarzębinowa 92
17-726 Knurów",16
1255,1255,1255,Komisariat 1256,"plac Graniczna 44/95
96-479 Oleśnica",28
1256,1256,1256,Komisariat 1257,"ul. Częstochowska 036
93-641 Wyszków",22
1257,1257,1257,Komisariat 1258,"plac Strumykowa 27
88-276 Gniezno",19
1258,1258,1258,Komisariat 1259,"aleja Plater 555
11-088 Czeladź",21
1259,1259,1259,Komisariat 1260,"pl. Plater 89/30
61-588 Wyszków",24
1260,1260,1260,Komisariat 1261,"al. Starowiejska 896
93-337 Radom",12
1261,1261,1261,Komisariat 1262,"aleja Maczka 82/96
06-047 Środa Wielkopolska",30
1262,1262,1262,Komisariat 1263,"ulica Górnicza 34
57-130 Wągrowiec",21
1263,1263,1263,Komisariat 1264,"pl. Rzeczna 61/67
78-718 Jastrzębie-Zdrój",21
1264,1264,1264,Komisariat 1265,"al. Towarowa 929
54-632 Świebodzice",21
1265,1265,1265,Komisariat 1266,"plac Szarych Szeregów 84
81-479 Luboń",23
1266,1266,1266,Komisariat 1267,"aleja Dolna 65/40
14-231 Będzin",17
1267,1267,1267,Komisariat 1268,"ul. Grzybowa 650
30-422 Zakopane",19
1268,1268,1268,Komisariat 1269,"ulica Okrężna 48/01
59-074 Marki",25
1269,1269,1269,Komisariat 1270,"ulica Prosta 58
37-772 Cieszyn",13
1270,1270,1270,Komisariat 1271,"al. Czereśniowa 097
91-192 Stalowa Wola",19
1271,1271,1271,Komisariat 1272,"pl. Jabłoniowa 81/95
84-590 Świebodzice",19
1272,1272,1272,Komisariat 1273,"plac Odrzańska 39/92
11-203 Żary",21
1273,1273,1273,Komisariat 1274,"al. Makowa 053
62-915 Łuków",24
1274,1274,1274,Komisariat 1275,"ul. Pszenna 19/96
48-822 Swarzędz",15
1275,1275,1275,Komisariat 1276,"aleja Leśna 65/42
60-920 Pszczyna",24
1276,1276,1276,Komisariat 1277,"ul. Przechodnia 92
45-727 Świnoujście",21
1277,1277,1277,Komisariat 1278,"pl. Jesionowa 67
90-375 Grudziądz",22
1278,1278,1278,Komisariat 1279,"plac Jabłoniowa 586
62-716 Ostrołęka",21
1279,1279,1279,Komisariat 1280,"plac Tulipanowa 10/45
88-095 Biała Podlaska",29
1280,1280,1280,Komisariat 1281,"ulica Klonowa 39/08
60-696 Chorzów",19
1281,1281,1281,Komisariat 1282,"al. Brzechwy 108
82-763 Oświęcim",17
1282,1282,1282,Komisariat 1283,"ulica Zaułek 55
64-691 Świebodzice",26
1283,1283,1283,Komisariat 1284,"ul. Wolności 430
36-316 Jawor",23
1284,1284,1284,Komisariat 1285,"plac Kaszubska 70/26
93-444 Wrocław",16
1285,1285,1285,Komisariat 1286,"ul. Boczna 50/88
93-384 Olkusz",23
1286,1286,1286,Komisariat 1287,"pl. Źródlana 07
74-116 Kalisz",20
1287,1287,1287,Komisariat 1288,"ulica Ogrodowa 38
32-556 Jasło",33
