Unnamed: 0,ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
1423,1423,Komisariat 1424,"al. Wspólna 856
14-826 Włocławek",10
1424,1424,Komisariat 1425,"al. Kilińskiego 434
71-281 Łuków",9
1425,1425,Komisariat 1426,"aleja Jesienna 00/74
79-025 Tomaszów Mazowiecki",6
1426,1426,Komisariat 1427,"plac Rycerska 84
47-746 Polkowice",8
1427,1427,Komisariat 1428,"pl. Chopina 189
18-226 Dąbrowa Górnicza",7
1428,1428,Komisariat 1429,"pl. Korczaka 98/24
70-435 Bełchatów",13
1429,1429,Komisariat 1430,"ulica Wyszyńskiego 461
98-926 Legnica",8
1430,1430,Komisariat 1431,"plac Leszczynowa 18
85-621 Goleniów",6
1431,1431,Komisariat 1432,"aleja Willowa 83/96
73-006 Łomża",11
1432,1432,Komisariat 1433,"al. Kolejowa 108
09-080 Łowicz",13
1433,1433,Komisariat 1434,"ulica Paderewskiego 56/72
13-403 Sochaczew",9
1434,1434,Komisariat 1435,"ulica Wspólna 66/37
88-275 Zielona Góra",11
1435,1435,Komisariat 1436,"ul. Fiołkowa 85
65-108 Zielona Góra",12
1436,1436,Komisariat 1437,"aleja Sienkiewicza 707
03-916 Piastów",13
1437,1437,Komisariat 1438,"ulica Klasztorna 54/04
70-560 Zawiercie",6
1438,1438,Komisariat 1439,"plac Konopnickiej 056
33-028 Skierniewice",11
1439,1439,Komisariat 1440,"aleja Polna 45/23
82-094 Nowa Sól",9
1440,1440,Komisariat 1441,"ul. Makowa 63/88
55-039 Białystok",8
1441,1441,Komisariat 1442,"ul. Ogrodowa 878
23-186 Czerwionka-Leszczyny",14
1442,1442,Komisariat 1443,"ul. Żabia 65
71-905 Świętochłowice",9
1443,1443,Komisariat 1444,"aleja Bociania 97/44
66-387 Ełk",9
1444,1444,Komisariat 1445,"al. Kusocińskiego 89
91-997 Nysa",11
1445,1445,Komisariat 1446,"pl. Okrężna 382
69-201 Piła",14
1446,1446,Komisariat 1447,"aleja Agrestowa 45/28
71-215 Szczecin",7
1447,1447,Komisariat 1448,"ulica Lawendowa 285
08-541 Sieradz",9
1448,1448,Komisariat 1449,"aleja Perłowa 358
15-492 Żyrardów",3
1449,1449,Komisariat 1450,"aleja Konarskiego 403
62-773 Racibórz",18
1450,1450,Komisariat 1451,"ulica Pogodna 85
97-017 Olkusz",7
1451,1451,Komisariat 1452,"ul. Jabłoniowa 51
02-651 Ostrowiec Świętokrzyski",5
1452,1452,Komisariat 1453,"ulica Okrzei 50
67-862 Brzeg",12
1453,1453,Komisariat 1454,"plac Klonowa 85/96
58-966 Piła",13
1454,1454,Komisariat 1455,"plac Kamienna 66/85
09-048 Zakopane",8
1455,1455,Komisariat 1456,"plac Królewska 745
09-387 Katowice",14
1456,1456,Komisariat 1457,"ul. Ciasna 18/38
55-698 Starachowice",8
1457,1457,Komisariat 1458,"al. Hutnicza 84
79-305 Kościan",8
1458,1458,Komisariat 1459,"plac Wiślana 36
31-573 Pruszków",9
1459,1459,Komisariat 1460,"ul. Górnicza 01/74
94-675 Chełm",9
1460,1460,Komisariat 1461,"al. Szpitalna 42/64
43-403 Świdnik",9
1461,1461,Komisariat 1462,"pl. Borowa 24
96-751 Pruszków",11
1462,1462,Komisariat 1463,"ulica Perłowa 802
68-848 Sochaczew",16
1463,1463,Komisariat 1464,"pl. Fredry 42
79-230 Żywiec",6
1464,1464,Komisariat 1465,"plac Kolejowa 970
90-256 Gniezno",11
1465,1465,Komisariat 1466,"ulica Ciasna 740
38-450 Płock",9
1466,1466,Komisariat 1467,"ul. Ptasia 81/73
74-833 Ciechanów",7
1467,1467,Komisariat 1468,"ulica Bociania 399
79-339 Jastrzębie-Zdrój",7
1468,1468,Komisariat 1469,"plac Dworcowa 794
70-552 Warszawa",16
1469,1469,Komisariat 1470,"aleja Nadbrzeżna 455
59-501 Skarżysko-Kamienna",7
1470,1470,Komisariat 1471,"aleja Dolna 94/97
27-964 Świecie",11
1471,1471,Komisariat 1472,"pl. Daszyńskiego 86/60
90-314 Mińsk Mazowiecki",7
1472,1472,Komisariat 1473,"pl. Śląska 66/83
20-636 Bytom",12
1473,1473,Komisariat 1474,"ul. Konstytucji 3 Maja 49/03
72-577 Mińsk Mazowiecki",7
1474,1474,Komisariat 1475,"plac Jagodowa 52
64-453 Radom",6
1475,1475,Komisariat 1476,"ul. Powstańców Śląskich 46
78-751 Oleśnica",9
1476,1476,Komisariat 1477,"al. Orzechowa 832
14-168 Kutno",10
1477,1477,Komisariat 1478,"pl. Chełmońskiego 951
85-853 Nowa Sól",7
1478,1478,Komisariat 1479,"al. Strumykowa 20
40-876 Myszków",12
1479,1479,Komisariat 1480,"ul. Osiedlowa 08
17-639 Czeladź",13
1480,1480,Komisariat 1481,"ulica Swierkowa 82/57
50-825 Iława",11
1481,1481,Komisariat 1482,"ul. Wyzwolenia 318
12-230 Sosnowiec",11
1482,1482,Komisariat 1483,"plac Łąkowa 663
32-477 Piekary Śląskie",6
1483,1483,Komisariat 1484,"ul. Jana Pawła II 05
17-986 Żory",7
1484,1484,Komisariat 1485,"plac Polna 09/01
38-189 Żory",12
1485,1485,Komisariat 1486,"plac Lelewela 308
21-928 Wejherowo",8
1486,1486,Komisariat 1487,"al. Wyszyńskiego 24
63-901 Wyszków",9
1487,1487,Komisariat 1488,"plac Cmentarna 77
12-424 Kluczbork",6
1488,1488,Komisariat 1489,"aleja Długosza 65/62
07-653 Sandomierz",11
1489,1489,Komisariat 1490,"al. Jałowcowa 03/68
03-211 Płock",6
1490,1490,Komisariat 1491,"ulica Widokowa 22/97
52-444 Reda",8
1491,1491,Komisariat 1492,"plac Majowa 59
53-905 Jarocin",7
1492,1492,Komisariat 1493,"ul. Kossaka 39
17-567 Nysa",12
1493,1493,Komisariat 1494,"plac Brzozowa 81
35-394 Zgierz",13
1494,1494,Komisariat 1495,"pl. Pogodna 82
85-286 Czeladź",11
1495,1495,Komisariat 1496,"aleja Bydgoska 151
83-856 Tychy",12
1496,1496,Komisariat 1497,"ulica Północna 83/44
53-679 Bartoszyce",11
1497,1497,Komisariat 1498,"ul. Srebrna 44/19
48-537 Kędzierzyn-Koźle",14
1498,1498,Komisariat 1499,"ulica Rzeczna 37
87-619 Jarocin",3
1499,1499,Komisariat 1500,"aleja Górska 74/14
58-419 Puławy",8
1500,1500,Komisariat 1501,"ul. Młyńska 810
93-635 Rzeszów",6
1501,1501,Komisariat 1502,"pl. Daszyńskiego 927
11-119 Kluczbork",10
1502,1502,Komisariat 1503,"ul. Stolarska 80/05
59-914 Katowice",11
1503,1503,Komisariat 1504,"al. Łabędzia 84
33-169 Jaworzno",14
1504,1504,Komisariat 1505,"al. Rubinowa 39/11
71-155 Biłgoraj",10
1505,1505,Komisariat 1506,"plac Kołłątaja 89/88
75-820 Lubliniec",7
1506,1506,Komisariat 1507,"ulica Bolesława Krzywoustego 21/09
52-988 Świdnica",15
1507,1507,Komisariat 1508,"ulica Narutowicza 135
87-538 Kalisz",15
1508,1508,Komisariat 1509,"al. Średnia 71
21-211 Skierniewice",9
1509,1509,Komisariat 1510,"plac Kosynierów 219
88-887 Biała Podlaska",9
1510,1510,Komisariat 1511,"ul. Wyspiańskiego 34/28
02-138 Mysłowice",9
1511,1511,Komisariat 1512,"pl. Bankowa 005
90-976 Żagań",6
1512,1512,Komisariat 1513,"plac Borówkowa 88/10
47-729 Wieluń",14
1513,1513,Komisariat 1514,"ulica Rzeczna 876
81-535 Brzeg",7
1514,1514,Komisariat 1515,"ul. Kossaka 239
54-812 Białystok",5
1515,1515,Komisariat 1516,"ul. Sowia 059
74-579 Myszków",5
1516,1516,Komisariat 1517,"ul. Szafirowa 64
87-526 Augustów",10
1517,1517,Komisariat 1518,"ul. Dworska 57
95-223 Lublin",11
1518,1518,Komisariat 1519,"aleja Sosnowa 17
05-056 Sosnowiec",13
1519,1519,Komisariat 1520,"plac Broniewskiego 574
12-007 Wołomin",14
1520,1520,Komisariat 1521,"aleja Malczewskiego 59/72
46-088 Ząbki",9
1521,1521,Komisariat 1522,"ul. Ptasia 14
92-595 Czeladź",5
1522,1522,Komisariat 1523,"al. Jagodowa 715
55-822 Zgorzelec",11
1523,1523,Komisariat 1524,"al. Złota 27/87
14-189 Lubliniec",11
1524,1524,Komisariat 1525,"aleja Majowa 91/73
25-667 Przemyśl",13
1525,1525,Komisariat 1526,"pl. Graniczna 07
13-411 Piła",20
1526,1526,Komisariat 1527,"ul. Stroma 05
71-438 Żywiec",9
1527,1527,Komisariat 1528,"al. Sportowa 058
15-430 Łowicz",6
1528,1528,Komisariat 1529,"ulica Floriana 51/82
50-958 Kołobrzeg",7
1529,1529,Komisariat 1530,"aleja Jaworowa 03
25-544 Świecie",11
1530,1530,Komisariat 1531,"pl. Akacjowa 719
42-006 Włocławek",17
1531,1531,Komisariat 1532,"ulica Sawickiej 49
67-656 Legionowo",17
1532,1532,Komisariat 1533,"plac Bociania 70/91
46-909 Jawor",15
1533,1533,Komisariat 1534,"ul. Górska 23/37
14-759 Jastrzębie-Zdrój",7
1534,1534,Komisariat 1535,"ul. Świerczewskiego 720
07-371 Nowy Targ",7
1535,1535,Komisariat 1536,"ul. Irysowa 76
01-998 Kraśnik",13
1536,1536,Komisariat 1537,"aleja Waryńskiego 17/03
87-917 Kraśnik",6
1537,1537,Komisariat 1538,"al. Agrestowa 24
22-907 Gdańsk",7
1538,1538,Komisariat 1539,"plac Magnoliowa 59
38-305 Ząbki",12
1539,1539,Komisariat 1540,"al. Borówkowa 959
79-455 Wyszków",12
1540,1540,Komisariat 1541,"ul. Jana 07/70
52-794 Tomaszów Mazowiecki",1
1541,1541,Komisariat 1542,"al. Stroma 27
63-859 Starachowice",7
1542,1542,Komisariat 1543,"ul. Rubinowa 09/42
58-319 Zabrze",9
1543,1543,Komisariat 1544,"plac Korczaka 68/57
29-751 Kętrzyn",10
1544,1544,Komisariat 1545,"pl. Traugutta 78
99-502 Luboń",8
1545,1545,Komisariat 1546,"aleja Wyzwolenia 38/45
17-213 Jastrzębie-Zdrój",12
1546,1546,Komisariat 1547,"al. Reja 64/56
50-466 Katowice",11
1547,1547,Komisariat 1548,"ulica Zielona 86/89
29-470 Wyszków",10
1548,1548,Komisariat 1549,"ul. Jesionowa 90/97
95-837 Bielsk Podlaski",6
1549,1549,Komisariat 1550,"ul. Azaliowa 77/02
37-885 Chorzów",15
1550,1550,Komisariat 1551,"pl. Skośna 680
20-958 Cieszyn",13
1551,1551,Komisariat 1552,"plac Strzelecka 56/94
14-742 Bolesławiec",7
1552,1552,Komisariat 1553,"ulica Andersa 55/37
17-328 Słupsk",13
1553,1553,Komisariat 1554,"ulica Tartaczna 62
87-833 Wyszków",11
1554,1554,Komisariat 1555,"al. Mickiewicza 32
69-718 Luboń",12
1555,1555,Komisariat 1556,"ul. Bolesława Krzywoustego 09/23
48-557 Dębica",16
1556,1556,Komisariat 1557,"pl. Modrzewiowa 39
14-463 Siedlce",8
1557,1557,Komisariat 1558,"pl. Zakole 32/43
62-075 Mysłowice",7
1558,1558,Komisariat 1559,"aleja Partyzantów 22/38
71-146 Wieluń",14
1559,1559,Komisariat 1560,"aleja Kilińskiego 422
97-521 Toruń",10
1560,1560,Komisariat 1561,"plac Niepodległości 937
68-956 Oleśnica",10
1561,1561,Komisariat 1562,"ulica Kusocińskiego 20
20-097 Tomaszów Mazowiecki",11
1562,1562,Komisariat 1563,"ulica Makuszyńskiego 522
67-295 Giżycko",14
1563,1563,Komisariat 1564,"ul. Nadrzeczna 38/67
05-155 Zambrów",10
1564,1564,Komisariat 1565,"ul. Grottgera 904
73-013 Bielsk Podlaski",10
1565,1565,Komisariat 1566,"plac Widok 76
23-571 Bielawa",12
1566,1566,Komisariat 1567,"plac Podleśna 34
57-478 Września",7
1567,1567,Komisariat 1568,"aleja Wąska 339
97-709 Ruda Śląska",10
1568,1568,Komisariat 1569,"plac Ściegiennego 97/13
65-795 Jelenia Góra",12
1569,1569,Komisariat 1570,"ulica Tęczowa 890
65-872 Jaworzno",12
1570,1570,Komisariat 1571,"pl. Górska 657
11-580 Gniezno",8
1571,1571,Komisariat 1572,"al. Gajowa 617
31-820 Płock",11
1572,1572,Komisariat 1573,"plac Jana III Sobieskiego 76
24-227 Bielsko-Biała",13
1573,1573,Komisariat 1574,"plac Zaciszna 07
34-654 Kluczbork",14
1574,1574,Komisariat 1575,"aleja Żurawia 31
02-528 Nowy Targ",9
1575,1575,Komisariat 1576,"pl. Wrocławska 67/17
53-162 Giżycko",16
1576,1576,Komisariat 1577,"aleja Lisia 062
67-306 Rzeszów",8
1577,1577,Komisariat 1578,"ul. Kolonia 92
95-863 Nowa Sól",12
1578,1578,Komisariat 1579,"ul. Sikorskiego 388
33-825 Giżycko",8
1579,1579,Komisariat 1580,"pl. Wodna 65/42
08-407 Ostróda",8
1580,1580,Komisariat 1581,"aleja Wiśniowa 698
72-007 Bełchatów",13
1581,1581,Komisariat 1582,"ulica Powstańców Śląskich 89/51
30-922 Jaworzno",17
1582,1582,Komisariat 1583,"aleja Ptasia 77/08
15-232 Turek",9
1583,1583,Komisariat 1584,"ul. Rynek 20/05
99-615 Legionowo",9
1584,1584,Komisariat 1585,"ul. Maja 38
75-361 Goleniów",15
1585,1585,Komisariat 1586,"aleja Bursztynowa 38/11
17-607 Gdynia",6
1586,1586,Komisariat 1587,"pl. Okrężna 05
91-551 Lubliniec",14
1587,1587,Komisariat 1588,"plac Traugutta 20
60-356 Kwidzyn",13
1588,1588,Komisariat 1589,"aleja Kossaka 71
26-791 Biała Podlaska",12
1589,1589,Komisariat 1590,"pl. Księżycowa 824
47-195 Czeladź",25
1590,1590,Komisariat 1591,"ulica Szeroka 17
56-421 Dzierżoniów",8
1591,1591,Komisariat 1592,"ul. Grzybowa 613
23-045 Dąbrowa Górnicza",8
1592,1592,Komisariat 1593,"ulica Targowa 768
07-132 Skawina",15
1593,1593,Komisariat 1594,"aleja Jaskółcza 12
59-591 Wałcz",8
1594,1594,Komisariat 1595,"ul. Mała 02/98
69-059 Lubin",14
1595,1595,Komisariat 1596,"ulica Poniatowskiego 47/56
31-801 Oświęcim",9
1596,1596,Komisariat 1597,"pl. Dworska 31/89
19-279 Chojnice",4
1597,1597,Komisariat 1598,"aleja Stawowa 304
17-632 Ruda Śląska",13
1598,1598,Komisariat 1599,"aleja Stolarska 96
86-101 Bydgoszcz",9
1599,1599,Komisariat 1600,"pl. Lisia 08
51-218 Kluczbork",8
1600,1600,Komisariat 1601,"pl. Grzybowa 74/22
17-141 Łaziska Górne",15
1601,1601,Komisariat 1602,"pl. Osiedlowa 539
67-446 Wągrowiec",9
1602,1602,Komisariat 1603,"ulica Wschodnia 89/17
56-440 Łomża",9
1603,1603,Komisariat 1604,"al. Staffa 36/76
09-114 Olkusz",9
1604,1604,Komisariat 1605,"ulica Kazimierza Wielkiego 34
96-018 Brodnica",14
1605,1605,Komisariat 1606,"al. Przechodnia 345
91-065 Gorzów Wielkopolski",13
1606,1606,Komisariat 1607,"aleja Matejki 48
02-051 Suwałki",12
1607,1607,Komisariat 1608,"plac Cedrowa 71/22
81-552 Łomża",9
1608,1608,Komisariat 1609,"al. Mazowiecka 90
31-787 Cieszyn",9
1609,1609,Komisariat 1610,"ul. Wiśniowa 137
27-088 Nowa Sól",13
1610,1610,Komisariat 1611,"ulica Rolnicza 90/01
99-013 Ruda Śląska",15
1611,1611,Komisariat 1612,"ulica Rubinowa 42/47
02-601 Września",13
1612,1612,Komisariat 1613,"pl. Kalinowa 06/84
98-221 Wrocław",13
1613,1613,Komisariat 1614,"al. Cyprysowa 38
83-121 Legnica",8
1614,1614,Komisariat 1615,"pl. Handlowa 67/37
35-688 Mysłowice",8
1615,1615,Komisariat 1616,"aleja Piekarska 871
55-962 Kielce",12
1616,1616,Komisariat 1617,"ulica Toruńska 164
82-378 Skawina",11
1617,1617,Komisariat 1618,"ulica Rubinowa 27/16
16-066 Jaworzno",10
1618,1618,Komisariat 1619,"aleja Turystyczna 28
31-253 Gdańsk",10
1619,1619,Komisariat 1620,"plac Perłowa 12/05
54-062 Tomaszów Mazowiecki",6
1620,1620,Komisariat 1621,"ulica Dolna 92
08-301 Iława",13
1621,1621,Komisariat 1622,"ul. Gałczynskiego 02
55-697 Kwidzyn",13
1622,1622,Komisariat 1623,"aleja Jadwigi 12/51
65-408 Bełchatów",7
1623,1623,Komisariat 1624,"pl. Swierkowa 75
21-789 Ostrołęka",6
1624,1624,Komisariat 1625,"pl. Szarych Szeregów 38/68
56-846 Piastów",9
1625,1625,Komisariat 1626,"pl. Kossaka 809
22-077 Bielawa",7
1626,1626,Komisariat 1627,"pl. Maczka 393
06-952 Oleśnica",14
1627,1627,Komisariat 1628,"pl. Batalionów Chłopskich 21
47-821 Białogard",17
1628,1628,Komisariat 1629,"ul. Żurawia 00/07
59-300 Przemyśl",13
1629,1629,Komisariat 1630,"pl. Jesienna 021
03-543 Brodnica",7
1630,1630,Komisariat 1631,"ul. Bolesława Krzywoustego 37
42-871 Świętochłowice",7
1631,1631,Komisariat 1632,"pl. Lisia 10
62-716 Kłodzko",21
1632,1632,Komisariat 1633,"aleja Maja 55/28
56-327 Siemianowice Śląskie",7
1633,1633,Komisariat 1634,"ulica Miarki 91
08-233 Polkowice",6
1634,1634,Komisariat 1635,"al. Chopina 64
02-686 Lębork",8
1635,1635,Komisariat 1636,"pl. Fredry 736
69-047 Słupsk",11
1636,1636,Komisariat 1637,"al. Wrzosowa 01
41-586 Wrocław",12
1637,1637,Komisariat 1638,"al. Poniatowskiego 425
83-298 Wałcz",10
1638,1638,Komisariat 1639,"ulica Rolna 33/24
99-968 Szczecin",15
1639,1639,Komisariat 1640,"plac Sybiraków 67
63-793 Lubin",18
1640,1640,Komisariat 1641,"plac Zakole 97/57
27-883 Tarnobrzeg",12
1641,1641,Komisariat 1642,"plac Kasprowicza 52/05
61-196 Wałcz",7
1642,1642,Komisariat 1643,"ul. Częstochowska 844
09-463 Kołobrzeg",5
1643,1643,Komisariat 1644,"plac Popiełuszki 674
13-524 Świebodzice",7
1644,1644,Komisariat 1645,"ul. Jodłowa 04
09-197 Sopot",8
1645,1645,Komisariat 1646,"pl. Asnyka 63
94-441 Białystok",9
1646,1646,Komisariat 1647,"plac Wiklinowa 930
30-041 Bielsko-Biała",13
1647,1647,Komisariat 1648,"ul. Rybacka 44/58
26-055 Luboń",21
1648,1648,Komisariat 1649,"aleja Kosynierów 83
18-494 Białystok",9
1649,1649,Komisariat 1650,"al. Towarowa 65/67
06-266 Włocławek",10
1650,1650,Komisariat 1651,"ulica Kolorowa 35/36
10-654 Żary",19
1651,1651,Komisariat 1652,"pl. Władysława Jagiełły 71/37
93-055 Chojnice",13
1652,1652,Komisariat 1653,"aleja Gdańska 01
40-736 Żary",6
1653,1653,Komisariat 1654,"ulica Ogrodowa 364
48-094 Żory",10
1654,1654,Komisariat 1655,"al. Szpitalna 76
09-059 Bydgoszcz",5
1655,1655,Komisariat 1656,"al. Prusa 75/06
24-441 Kłodzko",11
1656,1656,Komisariat 1657,"pl. Skrajna 59/60
12-111 Zawiercie",7
1657,1657,Komisariat 1658,"ul. Bociania 03/87
06-374 Rzeszów",13
1658,1658,Komisariat 1659,"al. Brzozowa 575
69-415 Lębork",7
1659,1659,Komisariat 1660,"aleja Drzymały 50
88-465 Częstochowa",7
1660,1660,Komisariat 1661,"plac Północna 81
54-204 Siemianowice Śląskie",10
1661,1661,Komisariat 1662,"al. Prusa 09/43
88-120 Tomaszów Mazowiecki",8
1662,1662,Komisariat 1663,"al. Zaciszna 653
29-614 Świdnik",12
1663,1663,Komisariat 1664,"ul. Podgórna 00
84-278 Mysłowice",9
1664,1664,Komisariat 1665,"plac Cmentarna 44/44
21-231 Słupsk",10
1665,1665,Komisariat 1666,"ul. Reja 195
36-222 Koszalin",5
1666,1666,Komisariat 1667,"al. Wiejska 221
67-366 Brzeg",14
1667,1667,Komisariat 1668,"al. Tuwima 17
78-885 Włocławek",7
1668,1668,Komisariat 1669,"plac Kolonia 37/30
22-728 Rzeszów",10
1669,1669,Komisariat 1670,"al. Zwycięstwa 053
63-574 Jarocin",11
1670,1670,Komisariat 1671,"ulica Nadbrzeżna 96/38
43-792 Bartoszyce",5
1671,1671,Komisariat 1672,"ul. Odrzańska 24
13-111 Giżycko",14
1672,1672,Komisariat 1673,"pl. Zakątek 07/80
22-023 Grodzisk Mazowiecki",7
1673,1673,Komisariat 1674,"ul. Przechodnia 45/06
27-024 Chełm",5
1674,1674,Komisariat 1675,"plac Towarowa 07
97-177 Żory",12
1675,1675,Komisariat 1676,"al. Ludowa 175
46-844 Otwock",11
1676,1676,Komisariat 1677,"ul. Słowackiego 146
52-788 Oława",10
1677,1677,Komisariat 1678,"plac Dolna 68/65
61-474 Tarnowskie Góry",6
1678,1678,Komisariat 1679,"ulica Wałowa 169
84-208 Ostrów Mazowiecka",11
1679,1679,Komisariat 1680,"al. Kochanowskiego 667
36-920 Ostrołęka",9
1680,1680,Komisariat 1681,"al. Perłowa 80/04
57-916 Szczecin",14
1681,1681,Komisariat 1682,"plac Turystyczna 45
83-499 Chorzów",12
1682,1682,Komisariat 1683,"ulica Mickiewicza 964
42-602 Jastrzębie-Zdrój",10
1683,1683,Komisariat 1684,"al. Piwna 17/48
46-925 Bytom",9
1684,1684,Komisariat 1685,"aleja Diamentowa 749
95-934 Zawiercie",14
1685,1685,Komisariat 1686,"pl. Zakątek 95/82
65-835 Sopot",15
1686,1686,Komisariat 1687,"al. Osiedlowa 80
14-721 Pabianice",14
1687,1687,Komisariat 1688,"plac Podwale 530
23-231 Puławy",9
1688,1688,Komisariat 1689,"plac Orla 127
68-273 Swarzędz",12
1689,1689,Komisariat 1690,"aleja Stawowa 944
28-871 Chorzów",12
1690,1690,Komisariat 1691,"ulica Szczęśliwa 49
02-694 Tychy",7
1691,1691,Komisariat 1692,"ulica Powstańców Śląskich 65/21
85-201 Chorzów",9
1692,1692,Komisariat 1693,"aleja Kolejowa 747
53-834 Jawor",13
1693,1693,Komisariat 1694,"ulica Borówkowa 87/80
14-113 Radomsko",12
1694,1694,Komisariat 1695,"plac Lipowa 539
55-585 Poznań",13
1695,1695,Komisariat 1696,"ul. Promienna 65/08
12-038 Olsztyn",8
1696,1696,Komisariat 1697,"ul. Jadwigi 77/17
31-560 Września",11
1697,1697,Komisariat 1698,"pl. Akacjowa 06
54-230 Dąbrowa Górnicza",14
1698,1698,Komisariat 1699,"plac Kosynierów 68
96-950 Pruszków",16
1699,1699,Komisariat 1700,"plac Kraszewskiego 77/94
49-407 Ostrołęka",12
1700,1700,Komisariat 1701,"ul. Średnia 64
84-952 Ostróda",10
1701,1701,Komisariat 1702,"plac Kościelna 48/34
50-083 Kalisz",12
1702,1702,Komisariat 1703,"plac Towarowa 519
75-117 Kalisz",8
1703,1703,Komisariat 1704,"ul. Kosynierów 07
31-183 Poznań",10
1704,1704,Komisariat 1705,"ulica Fabryczna 78
28-821 Białystok",10
1705,1705,Komisariat 1706,"al. Południowa 16/28
83-071 Ostrowiec Świętokrzyski",13
1706,1706,Komisariat 1707,"plac Solidarnosci 06/36
31-654 Cieszyn",9
1707,1707,Komisariat 1708,"plac Kossaka 28/06
72-083 Wejherowo",7
1708,1708,Komisariat 1709,"al. Liliowa 18
76-660 Łaziska Górne",4
1709,1709,Komisariat 1710,"plac Konopnickiej 55/92
17-821 Jelenia Góra",11
1710,1710,Komisariat 1711,"ulica Cmentarna 09/29
59-002 Jastrzębie-Zdrój",13
1711,1711,Komisariat 1712,"ul. Grzybowa 34
14-699 Reda",10
1712,1712,Komisariat 1713,"ul. Wiśniowa 35
05-262 Głogów",13
1713,1713,Komisariat 1714,"pl. Miarki 189
35-006 Płońsk",5
1714,1714,Komisariat 1715,"ulica Plater 44/00
73-665 Myszków",9
1715,1715,Komisariat 1716,"al. Kaliska 27
14-184 Zabrze",15
1716,1716,Komisariat 1717,"plac Sadowa 36
81-990 Mikołów",4
1717,1717,Komisariat 1718,"ulica Storczykowa 47
13-278 Legionowo",17
1718,1718,Komisariat 1719,"ul. Ciasna 262
16-818 Konin",10
1719,1719,Komisariat 1720,"ul. Cisowa 421
27-550 Ząbki",4
1720,1720,Komisariat 1721,"plac Polna 62
94-001 Radomsko",15
1721,1721,Komisariat 1722,"pl. Grabowa 22
66-338 Jaworzno",9
1722,1722,Komisariat 1723,"ul. Rzemieślnicza 898
27-333 Chojnice",4
1723,1723,Komisariat 1724,"al. Wiązowa 571
86-786 Białystok",9
1724,1724,Komisariat 1725,"ulica Morelowa 762
41-557 Swarzędz",10
1725,1725,Komisariat 1726,"ulica Jałowcowa 16
13-029 Oleśnica",10
1726,1726,Komisariat 1727,"plac Lelewela 01/29
58-178 Sieradz",10
1727,1727,Komisariat 1728,"plac Odrzańska 90/03
13-165 Sieradz",11
1728,1728,Komisariat 1729,"al. Plażowa 593
59-088 Pabianice",13
1729,1729,Komisariat 1730,"plac Kwiatowa 28/18
53-123 Lublin",10
1730,1730,Komisariat 1731,"ulica Sybiraków 069
40-471 Malbork",15
1731,1731,Komisariat 1732,"ulica Strumykowa 13/49
65-394 Knurów",6
1732,1732,Komisariat 1733,"ulica Jana III Sobieskiego 00
23-680 Piotrków Trybunalski",11
1733,1733,Komisariat 1734,"ul. Promienna 65/41
34-317 Legnica",5
1734,1734,Komisariat 1735,"al. Kalinowa 93
91-439 Puławy",11
1735,1735,Komisariat 1736,"pl. Pomorska 000
52-813 Lębork",10
1736,1736,Komisariat 1737,"al. Kraszewskiego 24
68-902 Lubartów",4
1737,1737,Komisariat 1738,"ulica Szczęśliwa 48/64
95-790 Stargard Szczeciński",7
1738,1738,Komisariat 1739,"plac Zacisze 44/99
31-722 Bochnia",13
1739,1739,Komisariat 1740,"ul. Morcinka 80
12-907 Zduńska Wola",8
1740,1740,Komisariat 1741,"ulica Listopada 14
08-187 Piła",9
1741,1741,Komisariat 1742,"aleja Dworcowa 060
95-439 Łomża",9
1742,1742,Komisariat 1743,"ul. Krucza 60/92
49-796 Sandomierz",10
1743,1743,Komisariat 1744,"ulica Ogrodowa 80/48
97-312 Siemianowice Śląskie",9
1744,1744,Komisariat 1745,"ul. Cedrowa 96/17
29-640 Sopot",16
