ID,Nazwa,Numer_seryjny,Rodzaj
5663,Urzadzenie do detekcji narkotykow AlereTM DDS 2,P6ATB3Z11JVCGK099,inne
5664,Kajdanki,2R0ZMKYF0B61508E1,inne
5665,Kamizelka kuloodporna,7LVKMST9XHBU577DY,inne
5666,Opel Crossland X,SRY7H9RS6UK3748HR,pojazd
5667,Volkswagen Crafter,NKNZVUAR7EWXYE5UJ,pojazd
5668,Walther P99,4CWFCDG27SJC9NUAK,bron
5669,Apteczka taktyczna,76S4Y3EU3FAFKD6RJ,inne
5670,Beretta APX,MB55ACC83PSSN7EHM,bron
5671,Latarka taktyczna,C7RA4T9A3FGX5RGXM,inne
5672,Terminal Bluebird,C2Z0E8CX9C3R0ATE7,srodki_lacznosci
5673,Opel Crossland X,U0NUB7N75N9H5JA27,pojazd
5674,Terminal Bluebird,8NUDUM3U2N9ZUP6LD,srodki_lacznosci
5675,Kamizelka kuloodporna,KZW5X25M03RUM3X93,inne
5676,Glock 26,2SHE2ZG16UK2A73NZ,bron
5677,Toyota Corolla,UVH3VY405RVBHW51H,pojazd
5678,Radiostacja nasobna,E5TB5PPS8GDYPL7T7,srodki_lacznosci
5679,Terminal Bluebird,91MH684M5Y0WL99LC,srodki_lacznosci
5680,Kamizelka kuloodporna,ME8VUB536DC3RAJN4,inne
5681,Volkswagen Transporter,3WCLKPN70V741NHUL,pojazd
5682,Apteczka taktyczna,3YCS4DGF86GYEFU7D,inne
5683,Volkswagen Transporter,7UUM3HES8MEGJ9CF2,pojazd
5684,Sako TRG-21,G4M7RPZV1SKSJVXME,bron
5685,H&K G36,XL5KYUEC63P2K5SLT,bron
5686,Alkomat AlcoQuant 6020,65SXYN1A61SV7JA2M,inne
5687,Tonfa,310RD1YW0NLCUBEZN,bron
5688,Kia Ceed III,UJ08SZ1P6XSCK55RV,pojazd
5689,Apteczka taktyczna,D5DVCX2Y2U7T0RSR8,inne
5690,Terminal Bluebird,MNYAMF667GJ552RD8,srodki_lacznosci
5691,Terminal Bluebird,AXGC0HYG0M3JC6C99,srodki_lacznosci
5692,Radiostacja nasobna,KYPYUTCX2EVD3F24C,srodki_lacznosci
5693,Terminal Bluebird,6NXF6R4F3ZNJAHXF2,srodki_lacznosci
5694,BMW serii 3,HWAZE04Z9RXJNHBA2,pojazd
5695,Glock 26,RV96882Z8J600NN2V,bron
5696,Glock 19,A5X39TDX8CVABY1XD,bron
5697,Volkswagen Crafter,BD3YCP2T99MVA32V0,pojazd
5698,Hyundai Tucson,9ZDJFTGH23TYN9K08,pojazd
5699,Beretta APX,3KJ5YHL6X02W7205A,bron
5700,Beretta APX,0UYSBB1V6R7456GVB,bron
5701,Volkswagen Crafter,XABLFT739C7SFZRC2,pojazd
5702,Urzadzenie do detekcji narkotykow AlereTM DDS 2,Z124M4N72JZWUPPMW,inne
5703,Volkswagen Transporter,R5PFL2XX1F4HY0FLX,pojazd
5704,Volkswagen Crafter,AZVEYP5Y8RL1D3WPY,pojazd
5705,Alkomat AlcoQuant 6020,R28SDV920PZ9M122M,inne
5706,Radiostacja nasobna,68AVNACH4UZB7YEH9,srodki_lacznosci
5707,Radiostacja nasobna,HCR79H2S7SUYBNBM2,srodki_lacznosci
5708,Terminal Bluebird,DLM6CD632VJ9N47VY,srodki_lacznosci
5709,Apteczka taktyczna,JR3DRJXU3AECZYC9H,inne
5710,Terminal Bluebird,N0RVTCGDXNK6RRU73,srodki_lacznosci
5711,Kajdanki,7LDLR5T473E3BFV9A,inne
5712,H&K G36,6V93JK9A3ZC9XF4T5,bron
5713,Apteczka taktyczna,EP4X5V8L4S5PHFTPD,inne
5714,Terminal Bluebird,E55Y03J34UP5VKSG9,srodki_lacznosci
5715,Apteczka taktyczna,T7KBJS8763U503Z00,inne
5716,Radiostacja nasobna,TNM1T8PLXZM55SA32,srodki_lacznosci
5717,Radiostacja nasobna,ATA3CVCB0UTWSKZBC,srodki_lacznosci
5718,Glock 19,UCJVVBCT344N0KCEG,bron
5719,Skoda Superb,5L9EHEH08UGDS7U12,pojazd
5720,Kajdanki,MWH2YXES7J2JRYM15,inne
5721,Tonfa,B3AS6KPF7T2LWXKY1,bron
5722,Kia Ceed III,S7RYGPB12G8YY8WCB,pojazd
5723,Terminal Bluebird,76ZXBBKC2CKVUUZT9,srodki_lacznosci
5724,Latarka taktyczna,1FTJK6C065REENCHN,inne
5725,Radiostacja nasobna,045X1G7TXNWV6BD1Z,srodki_lacznosci
5726,Glock 17,JA832TZDXRBZ7VK74,bron
5727,HK UMP,CEDYRE8N9PR5WM3UP,bron
5728,Toyota Corolla,K8H41ZB500X3ZAFDE,pojazd
5729,Terminal Bluebird,MFTA0NAM2H9T2HPVT,srodki_lacznosci
5730,Radiostacja nasobna,7ZJ31NAZ9WB0LZGYA,srodki_lacznosci
5731,Terminal Bluebird,EB4F7MZ2204LG43YL,srodki_lacznosci
5732,Terminal Bluebird,9US0V88W80DR5L5KL,srodki_lacznosci
5733,Kajdanki,C5WEK4YF8NU9CL40V,inne
5734,Volkswagen Transporter,319SGLTMX7W0L2URJ,pojazd
5735,Alkomat AlcoQuant 6020,C8E17MBU4RKJL29PF,inne
5736,BMW serii 3,JSJGU5YG75WEFJF21,pojazd
5737,Terminal Bluebird,VFCZKBRS261D9H0P9,srodki_lacznosci
5738,Alkomat AlcoQuant 6020,3ZGD2D5R79ED4ZWU6,inne
5739,Latarka taktyczna,HZNX1AMU2461B1A5A,inne
5740,Terminal Bluebird,JSW4NTUP5ZW93MJTC,srodki_lacznosci
5741,Kajdanki,TL3KNBR790FNV5J19,inne
5742,Radiostacja nasobna,5WR0AKGC5AJDNWM3B,srodki_lacznosci
5743,Hyundai Tucson,4ES92C0J7HUPMB0WG,pojazd
5744,Terminal Bluebird,CBTVLWG54F6NYNWP7,srodki_lacznosci
5745,Kajdanki,JX9ZVURS2WSTXTAPN,inne
5746,Urzadzenie do detekcji narkotykow AlereTM DDS 2,HUMF0CC097XSCLSUP,inne
5747,Radiostacja nasobna,6WJES7LEXGGL0V1FJ,srodki_lacznosci
5748,Terminal Bluebird,X6W09PCP6VLWFPLZ1,srodki_lacznosci
5749,Terminal Bluebird,VB8VY2H689WKH98G3,srodki_lacznosci
5750,Urzadzenie do detekcji narkotykow AlereTM DDS 2,8K4A4KSF82JM9K462,inne
5751,Kamizelka kuloodporna,95BKB4D87G5G5JSN0,inne
5752,Kajdanki,M2BSETLP7K7E9YW24,inne
5753,Terminal Bluebird,R7TXVUAT5P8X88W7U,srodki_lacznosci
5754,Opel Crossland X,AE0MFP7WXX1TASCEF,pojazd
5755,Kamizelka kuloodporna,YXDVS8TF5002UV15S,inne
5756,Glauberyt PM-98,J3TUDE7B0L0WP7C57,bron
5757,Volkswagen Transporter,FZFT8DHTXX8XTBAKL,pojazd
5758,H&K MP5A3,E9KY4AMT2D3864458,bron
5759,Kia Ceed III,8DBWLM9355WAVN23W,pojazd
5760,Volkswagen Crafter,8Y44XZ224ST328JHX,pojazd
5761,Urzadzenie do detekcji narkotykow AlereTM DDS 2,J7Y76LY98LB06003B,inne
5762,Urzadzenie do detekcji narkotykow AlereTM DDS 2,8LS4JXSN09MRUYDS2,inne
5763,Glauberyt PM-98,N90ZTHU54PAWXV2CY,bron
5764,Glock 26,Y5EPPLRE4USWZT8D6,bron
5765,HK UMP,NYTLX467304PRRTXW,bron
5766,Skoda Superb,4LHB0MCL45XEY1X1E,pojazd
5767,Radiostacja nasobna,3A07T3HL4UFCRM4CD,srodki_lacznosci
5768,Urzadzenie do detekcji narkotykow AlereTM DDS 2,SCLYPYN942M2KZBJN,inne
5769,Toyota Corolla,FWELRLRB1D3A6JTGY,pojazd
5770,Latarka taktyczna,T3U0YMXT28Z4P7MUM,inne
5771,BMW serii 3,TFC1C987XSAKMKJY1,pojazd
5772,Opel Crossland X,FRRT3A1B71609L8WV,pojazd
5773,Volkswagen Crafter,12H6M3JG61RXPLGLX,pojazd
5774,Sako TRG-21,CNZ8ES6X6EA7S9NYB,bron
5775,Kamizelka kuloodporna,DA18GMMB8PL5Z8Z2S,inne
5776,Walther P99,W09PVL369Y5FRLG22,bron
5777,Terminal Bluebird,5C1JSARF3D2E4TE8A,srodki_lacznosci
5778,Sako TRG-21,8YBA6T9D1JRAHUCBC,bron
5779,Tonfa,BJPMD8YR87610BGAP,bron
5780,Kajdanki,ZMKBYN7FX3PA6WTXR,inne
5781,H&K MP5A3,RYYT6DP46XZBX5FCK,bron
5782,Apteczka taktyczna,V54YJ71E6YD0E5XFP,inne
5783,Kamizelka kuloodporna,KEN4FDJN46NE16TED,inne
5784,BMW serii 3,99W3YB2W0VRZS1PR5,pojazd
5785,Terminal Bluebird,LRXDUYCV6L0CZW6ED,srodki_lacznosci
5786,Volkswagen Crafter,AXHJRM7269KD9AJLJ,pojazd
5787,Tonfa,J3ZW3YR53589MEEPU,bron
5788,Kamizelka kuloodporna,JR2JLSZU7BH89BM9H,inne
5789,Latarka taktyczna,TG94A5FL0FAH5PHM8,inne
5790,H&K MP5A3,T4EE8WZG1BRZLZJU4,bron
5791,Radiostacja nasobna,JA7DHT0H79VC8R36L,srodki_lacznosci
5792,H&K G36,16XRXYZL8AN6HZ2LN,bron
5793,Volkswagen Transporter,WJFW6SR38KNH3X9S9,pojazd
5794,Walther P99,NXMN3EZ54PFALEB9S,bron
5795,Radiostacja nasobna,8YT589TL7W1XKK8G7,srodki_lacznosci
5796,Glauberyt PM-98,NMS74JHJ55K6TNK84,bron
5797,Terminal Bluebird,SJK3HLYC75B6705S9,srodki_lacznosci
5798,Radiostacja nasobna,HH886G959ALM5F28D,srodki_lacznosci
5799,Latarka taktyczna,FXNET5H67YDJK0DU4,inne
5800,Kajdanki,TL1RLZM361G7G67FD,inne
5801,Apteczka taktyczna,J1U7V9525XJT83DA5,inne
5802,Glock 17,T7BPKL4M8VMXRZB66,bron
5803,Terminal Bluebird,UNN550PV3S7XJSNYE,srodki_lacznosci
5804,Kamizelka kuloodporna,LDWMMRCRXFGYMB83T,inne
5805,Glock 26,HJCS6S6A3A5EXDY78,bron
5806,Apteczka taktyczna,7B6Z2EVDXW7UX4PPN,inne
5807,Sako TRG-21,97RYW1ZTX58B05CS8,bron
5808,Kajdanki,PRH09PC84X20N0YH1,inne
5809,Latarka taktyczna,SD2BVTGX1MZPK1XXT,inne
5810,Hyundai Tucson,LD9GCTBC2WNK219B1,pojazd
5811,Volkswagen Transporter,STU2NX512TZWESFJP,pojazd
5812,Alkomat AlcoQuant 6020,NRX5VD5264CNAR1A3,inne
5813,Walther P99,GRBZRP9C7AEC89JLW,bron
5814,Glauberyt PM-98,3FXA18NY0M2GKHDB6,bron
5815,H&K MP5A3,M7BVF4SAX3PLUWKLM,bron
5816,Latarka taktyczna,KR876Y7U001H2ZFP5,inne
5817,Tonfa,H2B4Z4WA259MUP6T7,bron
5818,Radiostacja nasobna,194AZELE6URWPPZ5H,srodki_lacznosci
5819,Radiostacja nasobna,A87B14E37K2NKEKUC,srodki_lacznosci
5820,Volkswagen Crafter,JBA3Z7ST09KN8T05M,pojazd
5821,Opel Crossland X,V3YBPNMJ4VB80U84T,pojazd
5822,Radiostacja nasobna,HVGB4F5YX1SHUAAFN,srodki_lacznosci
5823,Glock 19,SHKMZGXX0996KJDVZ,bron
5824,H&K G36,A2B14HLR51ZM2PYUK,bron
5825,Radiostacja nasobna,N4SUNRNN6JYC2LRHP,srodki_lacznosci
5826,H&K G36,39XPSRTX8L2WTMXDN,bron
5827,Apteczka taktyczna,YEMN0WTS7S90MVDXA,inne
5828,Latarka taktyczna,BVZRJV7E5GS8CBT0S,inne
5829,Toyota Corolla,2KW3HY960GJAXEV1A,pojazd
5830,Kamizelka kuloodporna,9LRF06A8XT80H4TDF,inne
5831,Tonfa,G70FAM5294X1X053N,bron
5832,Alkomat AlcoQuant 6020,NCADABKRXG84G0X23,inne
5833,Terminal Bluebird,D3GXCZSR0JPRUN9FF,srodki_lacznosci
5834,Glock 17,DT903T4E64AAXEDKN,bron
5835,H&K G36,6DYF5BBC1TVW6DMZU,bron
5836,Glock 26,ZE7RTD1K83ALLNH14,bron
5837,Volkswagen Crafter,4U111CWKXHTGRA2YN,pojazd
5838,Terminal Bluebird,PPJCEUSG1V72JZ4YX,srodki_lacznosci
5839,H&K G36,HARCDBRB5MXPE1PN2,bron
5840,Latarka taktyczna,34LFH62W7YXEY47AS,inne
5841,H&K G36,92FG6CM07843XNMV2,bron
5842,Kia Ceed III,62JEA9KF7GC376AEY,pojazd
5843,Latarka taktyczna,CD923XBT0KMSSSBZB,inne
5844,Radiostacja nasobna,UDD2KGBRX62993BR9,srodki_lacznosci
5845,Radiostacja nasobna,JUC0CT4N7B0PN8YLB,srodki_lacznosci
5846,Beretta APX,YK318M1P7B5Z27561,bron
5847,Radiostacja nasobna,EWKGMDDB59R9W1KV1,srodki_lacznosci
5848,HK UMP,D9MPYL6X321D1X07L,bron
5849,Hyundai Tucson,Z96MGDNU6J1YAL5UC,pojazd
5850,Glauberyt PM-98,UVW8NU59XVYN5EMXY,bron
5851,Opel Crossland X,GT63NGL9715GGBUGL,pojazd
5852,Terminal Bluebird,RZJ9UW6EXJMLJ3WRF,srodki_lacznosci
5853,Kamizelka kuloodporna,42URFGN71Y0KS2722,inne
5854,Glock 17,CA73JYNH28VY516W1,bron
5855,H&K G36,W6NH7PF32JC02CY14,bron
5856,Glock 17,7VJ8J6RR2Y4V71T05,bron
5857,Terminal Bluebird,79GZP5JP9D7D7980N,srodki_lacznosci
5858,Volkswagen Transporter,XNZ7F3RK9LZASSK2W,pojazd
5859,Kajdanki,UAX0GVRNXM15ZGSKN,inne
5860,Walther P99,FAJS3HX5817YNJL8M,bron
5861,Radiostacja nasobna,9UZ0YH4KX6PNNK4V9,srodki_lacznosci
5862,H&K MP5A3,0W20Y7J58YCSEED44,bron
5863,Glock 26,V4JGFEX33LNESG29W,bron
5864,Apteczka taktyczna,WN0TZSYU1KDA7B7X5,inne
5865,Radiostacja nasobna,GK1MPF38XBK5TWZC8,srodki_lacznosci
5866,Radiostacja nasobna,TYLVT4HL9ETJN3AYM,srodki_lacznosci
5867,Tonfa,Y5MDASJ03E2KUUWSZ,bron
5868,Kamizelka kuloodporna,VVYHE75T4C1DW2UBP,inne
5869,Tonfa,ZZCH40A488XWNJX21,bron
5870,Sako TRG-21,EYRY29JW0SGPVVNEC,bron
5871,Radiostacja nasobna,BZB0FY9R3VMVWURDJ,srodki_lacznosci
5872,Skoda Superb,NGS72NCH1MH58C0S7,pojazd
5873,Urzadzenie do detekcji narkotykow AlereTM DDS 2,PCRDF11T0W7T1UVL0,inne
5874,Apteczka taktyczna,CV8L9END1DMVERUBR,inne
5875,Terminal Bluebird,1PMNG3V174NS6GPMC,srodki_lacznosci
5876,Beretta APX,E5YB6T6W9U8MVS55M,bron
5877,Latarka taktyczna,5ZPM189U9E7RB1GGF,inne
5878,Urzadzenie do detekcji narkotykow AlereTM DDS 2,JU3PSUV87LJ5B1BT6,inne
5879,Radiostacja nasobna,ZGTN67M95PW59H7FL,srodki_lacznosci
5880,Beretta APX,UYTLCSSV6JG25HYCD,bron
5881,Skoda Superb,8RA89NK3XM0PBRML7,pojazd
5882,Beretta APX,NTE2N66S11J3YVWXS,bron
5883,Opel Crossland X,766648GF0LL7W85X0,pojazd
5884,Terminal Bluebird,41H99D717SSZ9NA83,srodki_lacznosci
5885,Alkomat AlcoQuant 6020,N5PW6DM43KLT1EBV9,inne
5886,Kia Ceed III,DHJC1MYC69EUPNCC8,pojazd
5887,Glauberyt PM-98,6CR5UEMB6RGXBBCC5,bron
5888,Terminal Bluebird,JZFL3ADW313N3H3NU,srodki_lacznosci
5889,Alkomat AlcoQuant 6020,DTMARAYY9ZC3HXCK8,inne
5890,Glock 19,8C01WAH44E4S8N8K7,bron
5891,Kajdanki,BD6SLF5T14ZBS0ZLX,inne
5892,Terminal Bluebird,H0K34YCPXDWCFUFHF,srodki_lacznosci
5893,Hyundai Tucson,TAA3ZJT22X7NAZV3P,pojazd
5894,Toyota Corolla,83TEJNN77M6Y957TU,pojazd
5895,Terminal Bluebird,EW9PPFF80HV50YCA3,srodki_lacznosci
5896,Apteczka taktyczna,MYCM4JAZ53EMM12BB,inne
5897,Apteczka taktyczna,HHY8ED507S6F23J4J,inne
5898,Urzadzenie do detekcji narkotykow AlereTM DDS 2,LAACGBKT7PERW6BZH,inne
5899,Volkswagen Crafter,F6WZGYGBX46W35KKV,pojazd
5900,Urzadzenie do detekcji narkotykow AlereTM DDS 2,0RS3AJ4XXS9K3MM1S,inne
5901,Terminal Bluebird,LA1NV5MS1JDV4ZCM2,srodki_lacznosci
5902,Glock 26,0HH1SD8C6PF8AHLTK,bron
5903,Radiostacja nasobna,19DNUGG9657FWWMTT,srodki_lacznosci
5904,Radiostacja nasobna,Z2FEU7XE6F9EWEVT1,srodki_lacznosci
5905,Glock 17,MCNJT3KA4S55WURFU,bron
5906,Radiostacja nasobna,R8YVWEC32BSUP8YC7,srodki_lacznosci
5907,Skoda Superb,X090JE171BVR7BD57,pojazd
5908,Skoda Superb,FTUWFRSJ064LSKADD,pojazd
5909,Terminal Bluebird,V1SUP3LD925PJA7WA,srodki_lacznosci
5910,H&K G36,7A06XEDM65DX5Z5ES,bron
5911,Kia Ceed III,9HCUJ23T0JSTTKWDD,pojazd
5912,Terminal Bluebird,1S92JBTX110VXCVU2,srodki_lacznosci
5913,Apteczka taktyczna,DLXHD9018J2P1D1XX,inne
5914,Alkomat AlcoQuant 6020,WG5FZ0WF9LUP7UY4G,inne
5915,Urzadzenie do detekcji narkotykow AlereTM DDS 2,JKYGRMC26U8L55LUF,inne
5916,Radiostacja nasobna,YPGTFYSK2MTSUCA3D,srodki_lacznosci
5917,HK UMP,X30AJEEN8VXHN0P7Z,bron
5918,Apteczka taktyczna,GVXV3NW57Z29KZ1L7,inne
5919,Kia Ceed III,L6P5JRDU5C8X0VJGN,pojazd
5920,Glauberyt PM-98,7UM7PH7T6VL4V05KE,bron
5921,Urzadzenie do detekcji narkotykow AlereTM DDS 2,V3RDC9GNXT6VRCC0E,inne
5922,Terminal Bluebird,UF2023S456STV332W,srodki_lacznosci
5923,Glauberyt PM-98,2PL7XKTJ3TL56X94K,bron
5924,Volkswagen Crafter,47L6JT5Y4U1P35AJX,pojazd
5925,Kamizelka kuloodporna,LN8W95AGXK1X6PGU2,inne
5926,Kia Ceed III,2BXR11PN8DPAFDADF,pojazd
5927,Urzadzenie do detekcji narkotykow AlereTM DDS 2,CT5VTCBY1DGLBRRDZ,inne
5928,Urzadzenie do detekcji narkotykow AlereTM DDS 2,NEV8EE1P6PG6FR2JZ,inne
5929,H&K G36,T18NZJF5X3WH88CCY,bron
5930,Latarka taktyczna,NT2E4YZK2G2Z77YZN,inne
5931,Radiostacja nasobna,29C7C0835CSCYGB7A,srodki_lacznosci
5932,Apteczka taktyczna,HMLJ3NUTXBDF0CAGT,inne
5933,Sako TRG-21,GRW48PEV2TEHWWJBE,bron
5934,Kamizelka kuloodporna,CX0X7HN24ZVNEFS04,inne
5935,Radiostacja nasobna,UEGF91DV60WR9E9XR,srodki_lacznosci
5936,Volkswagen Crafter,CY436KJ42VAE586BD,pojazd
5937,Apteczka taktyczna,FSZYKB7T1W6DLVFLV,inne
5938,Alkomat AlcoQuant 6020,N7BH8WC59JKLKB3YE,inne
5939,Glock 17,LTUACSW227EDKECZ6,bron
5940,Latarka taktyczna,RTN6XY3Y6THJEHPBM,inne
5941,Terminal Bluebird,VDYE125X4L7KXYLRL,srodki_lacznosci
5942,Glock 17,0PF2NVV11LRARDRN8,bron
5943,BMW serii 3,SRY9J0P325RX6WMPM,pojazd
5944,Kia Ceed III,4MFRGG3F8KP28A88T,pojazd
5945,Latarka taktyczna,0J3ES2U15M4PDVM8P,inne
5946,Glock 26,7WL4FGK092KL44D3U,bron
5947,Sako TRG-21,GB7MBTTM98CAWJ2Y6,bron
5948,Terminal Bluebird,APYDXZH02GYH5U63J,srodki_lacznosci
5949,Glock 19,Y48TJFLZX78FF921B,bron
5950,Beretta APX,XPFDRJLE73H4NZ911,bron
5951,Kia Ceed III,GLR9N0YM7NNJ6SVZV,pojazd
5952,Latarka taktyczna,770K1YYR8AP9C1W80,inne
5953,Urzadzenie do detekcji narkotykow AlereTM DDS 2,V7RCJCW40DW6H1NAS,inne
5954,Radiostacja nasobna,ZWDHA9729N58B9VNT,srodki_lacznosci
5955,Volkswagen Transporter,878GP2L02LXAUZFYE,pojazd
5956,Radiostacja nasobna,GBHKSA415ZMVMB73G,srodki_lacznosci
5957,Beretta APX,P97SZXB914EMP1K3T,bron
5958,Terminal Bluebird,FNLJB5HD3XVR5C00G,srodki_lacznosci
5959,HK UMP,S38B51Z99PFDD2V3E,bron
5960,Hyundai Tucson,CWZWRE3N24ZAW0T7W,pojazd
5961,Glock 19,LKEKW64S71ABJ4SKM,bron
5962,Urzadzenie do detekcji narkotykow AlereTM DDS 2,3WY6PK3V1T19W4MV0,inne
5963,Terminal Bluebird,18KBWZRP0ES4TMP4B,srodki_lacznosci
5964,Kajdanki,AB8PLZ4JXRU2DD995,inne
5965,Terminal Bluebird,2PX5USGH0AKHL661X,srodki_lacznosci
5966,Urzadzenie do detekcji narkotykow AlereTM DDS 2,0N0B571K4REGJ7MTF,inne
5967,Kajdanki,2L1MC4PH9B36U9FMA,inne
5968,Volkswagen Transporter,T9G0PAPF49EU0LWF2,pojazd
5969,Glock 17,TBW0Y9W20KP7JLZD3,bron
5970,Radiostacja nasobna,7CKTJ7KM7J0GPPP6Y,srodki_lacznosci
5971,Latarka taktyczna,SD27WT57XY7WEYR10,inne
5972,Radiostacja nasobna,8GBKRB6V6KGYTEH94,srodki_lacznosci
5973,Radiostacja nasobna,0UR6TXHP2V6LRU26D,srodki_lacznosci
5974,Terminal Bluebird,TP2S4MRW6SCUSJC41,srodki_lacznosci
5975,Apteczka taktyczna,F3SFPNCP317TL4M09,inne
5976,Toyota Corolla,P5UZ3ZZ73TJJ25R0D,pojazd
5977,Apteczka taktyczna,JYC6XTPBXJ1E13UGX,inne
5978,Alkomat AlcoQuant 6020,UKJ3JRWG4Y1WA44KC,inne
5979,Apteczka taktyczna,77H2EYVT6KEF0R4KN,inne
5980,Terminal Bluebird,0D7AXHGB9F6NS5BPM,srodki_lacznosci
5981,Apteczka taktyczna,YT5A3W089A0619XHN,inne
5982,Kajdanki,GSXFV2CK08GEKL0EU,inne
5983,HK UMP,NRMBSEBP64UB600JG,bron
5984,Terminal Bluebird,VF0X4CMM8CDHC7K3R,srodki_lacznosci
5985,H&K MP5A3,KESK06R80RXZ96JXD,bron
5986,Alkomat AlcoQuant 6020,RCY87D8S2L314B26W,inne
5987,Alkomat AlcoQuant 6020,GPRTEJJR2PL5J5KEE,inne
5988,Beretta APX,X6EPA5TH9CZ1EUUC0,bron
5989,Alkomat AlcoQuant 6020,U3C0AESX26K4ZKWTC,inne
5990,Terminal Bluebird,GXYTM3XR46GA0JSYK,srodki_lacznosci
5991,Terminal Bluebird,79B1E81H11XD5K03K,srodki_lacznosci
5992,Glock 26,FNZ6SDFD17001971J,bron
5993,H&K MP5A3,VENJLFUN614EL4T85,bron
5994,Kia Ceed III,ZFURN9MU9KZKLN2YG,pojazd
5995,Urzadzenie do detekcji narkotykow AlereTM DDS 2,7KA3W7L04JRX95CZN,inne
5996,Volkswagen Crafter,JV30JN1S17Y7KH9T0,pojazd
5997,Opel Crossland X,2DS8Y49C8AM85H1ST,pojazd
5998,Radiostacja nasobna,GJ70UJMF83UH4FK29,srodki_lacznosci
5999,Kia Ceed III,BH57F05H0XU78S3R7,pojazd
6000,Terminal Bluebird,SX919GPV98U2LX4WE,srodki_lacznosci
6001,Latarka taktyczna,6E4R5Y02988E3LCZ6,inne
6002,Radiostacja nasobna,2BZZFXJU9WCCJ3Y0K,srodki_lacznosci
6003,Tonfa,15064VDY6XWSP5RRV,bron
6004,Alkomat AlcoQuant 6020,1U90LPDW4EA09MR3B,inne
6005,Terminal Bluebird,0BKP8A5W95LTM212L,srodki_lacznosci
6006,Alkomat AlcoQuant 6020,C5J31AFN5KF73EX62,inne
6007,Volkswagen Crafter,SG0XLLY454CWAWV76,pojazd
6008,Terminal Bluebird,LSLGA0RS439Z7VL47,srodki_lacznosci
6009,Kamizelka kuloodporna,X5BMBLRY8MP26NJCU,inne
6010,BMW serii 3,W5F6R21P4PG60AXVY,pojazd
6011,Urzadzenie do detekcji narkotykow AlereTM DDS 2,Y6HD9EYK5JKKMYXXE,inne
6012,Volkswagen Transporter,5TWEU6MR6TWFGS183,pojazd
6013,Terminal Bluebird,G7G39S4W6YAN0XCN4,srodki_lacznosci
6014,Alkomat AlcoQuant 6020,SVTSSZ0F258N3584K,inne
6015,Glauberyt PM-98,BGCDSG3SXYZ33CZNV,bron
6016,Radiostacja nasobna,N9BBNAUJ39LNB2URC,srodki_lacznosci
6017,Terminal Bluebird,5AC1VRM53CBK0TDPY,srodki_lacznosci
6018,Latarka taktyczna,NNHTELXY6T4Y17S22,inne
6019,Terminal Bluebird,XZUYKAN96H7V8H904,srodki_lacznosci
6020,Terminal Bluebird,3D4YUJ9822D0MTDE6,srodki_lacznosci
6021,Terminal Bluebird,A5F0DV9V2L0H2RWGJ,srodki_lacznosci
6022,BMW serii 3,5C4G83YW3WDM429P6,pojazd
6023,Latarka taktyczna,3MZWAVEV2WSWHMAC6,inne
6024,Terminal Bluebird,K0MMKEWD79VB7MMNR,srodki_lacznosci
6025,Radiostacja nasobna,L2CG7GYA6APZEU7JY,srodki_lacznosci
6026,Radiostacja nasobna,WTZBRS238NMJG3NR9,srodki_lacznosci
6027,Radiostacja nasobna,SFSSF93L7RVA84CM8,srodki_lacznosci
6028,Terminal Bluebird,9X3YY15A0DGMPTCPZ,srodki_lacznosci
6029,Kajdanki,EU6R70CE0BALVUXUK,inne
6030,Radiostacja nasobna,2WPEL3T809KHVJ3YC,srodki_lacznosci
6031,Radiostacja nasobna,WKE58SY39BR67VUXW,srodki_lacznosci
6032,Sako TRG-21,8613EKTP2DYT19YFJ,bron
6033,Apteczka taktyczna,K4H2S8EL89X38N19F,inne
6034,Terminal Bluebird,BJ3B4NPLXU4EH0P7P,srodki_lacznosci
6035,Terminal Bluebird,F7EJU2V14XF1YL4R1,srodki_lacznosci
6036,Terminal Bluebird,EDR8GTHS317BTLJ4X,srodki_lacznosci
6037,Volkswagen Crafter,ESNZ9PLS5BMHEGZRV,pojazd
6038,Glock 19,ZUYECF905K6YFPTHL,bron
6039,Radiostacja nasobna,LBX4JPZL6ASV5A7NG,srodki_lacznosci
6040,Glock 19,JF4DB5DT1WCZWJWK4,bron
6041,Radiostacja nasobna,51JSPPVT15AK3W6PD,srodki_lacznosci
6042,Volkswagen Crafter,7EWSUUYY54S9GKFZ5,pojazd
6043,Terminal Bluebird,WWJH0V1W7D6UH601M,srodki_lacznosci
6044,Volkswagen Crafter,4V5Y9PC48KB3X2UZP,pojazd
6045,Glock 26,9ZHRPZP38U2HUNSER,bron
6046,Tonfa,GFT12VA6079BNGY5L,bron
6047,Glock 19,FNE0ET880WEJU4M04,bron
6048,Latarka taktyczna,U4Z98VR34D494CRNJ,inne
6049,Glock 19,SG12C23N5NL6PV8PK,bron
6050,Kia Ceed III,4S7LUN2G1HLSPLVWT,pojazd
6051,H&K MP5A3,8ZYBV2RK8BCAU8AXT,bron
6052,H&K MP5A3,FXJSB0N81YJ5C4H99,bron
6053,Sako TRG-21,AHWB8C7E98VYSA8HB,bron
6054,Glock 17,VYCHDRDW973RVPKZ0,bron
6055,Radiostacja nasobna,DR0GSSG17R11S2VNY,srodki_lacznosci
6056,Kamizelka kuloodporna,9U4YHZVZ7EKTM7ZR4,inne
