ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
1145,Komisariat 1146,"plac Maczka 16/72
44-933 Opole",11
1146,Komisariat 1147,"ul. Staffa 28/87
24-932 Piaseczno",5
1147,Komisariat 1148,"ul. Zielona 95/18
01-334 Oawa",8
1148,Komisariat 1149,"plac Jana 866
38-378 Kielce",11
1149,Komisariat 1150,"al. Orzeszkowej 62/53
98-016 Sanok",12
1150,Komisariat 1151,"aleja Moniuszki 74
06-127 Starachowice",12
1151,Komisariat 1152,"plac Wrzosowa 781
60-183 Nowy Dwor Mazowiecki",4
1152,Komisariat 1153,"pl. Orzeszkowej 01/63
85-549 Zgierz",4
1153,Komisariat 1154,"ulica Wczasowa 69
47-946 Zielona Gora",11
1154,Komisariat 1155,"pl. Chemonskiego 56
71-458 Swarzedz",7
1155,Komisariat 1156,"aleja Krancowa 80/15
01-637 Minsk Mazowiecki",12
1156,Komisariat 1157,"aleja Kaszubska 96
80-216 Supsk",9
1157,Komisariat 1158,"plac Zwyciestwa 71/87
48-812 Pruszcz Gdanski",10
1158,Komisariat 1159,"ul. Dobra 959
47-767 Opole",11
1159,Komisariat 1160,"ul. Rejtana 86/13
97-529 Wodzisaw Slaski",12
1160,Komisariat 1161,"aleja Towarowa 779
56-034 Oawa",11
1161,Komisariat 1162,"ulica Sawickiej 15/22
02-540 Lubartow",8
1162,Komisariat 1163,"pl. Miosza 71
28-916 Biaa Podlaska",10
1163,Komisariat 1164,"al. Swierczewskiego 63/09
39-997 Cieszyn",9
1164,Komisariat 1165,"ulica Warszawska 488
58-137 Skawina",11
1165,Komisariat 1166,"ulica Zwirowa 49/77
11-196 Lebork",10
1166,Komisariat 1167,"ulica Turystyczna 713
15-221 Zabrze",7
1167,Komisariat 1168,"plac Jeziorna 14
98-814 Pruszcz Gdanski",16
1168,Komisariat 1169,"pl. Lesna 14
62-191 Gdynia",7
1169,Komisariat 1170,"pl. Srebrna 29
77-491 Reda",16
1170,Komisariat 1171,"al. Wyzwolenia 66
18-610 Bytom",8
1171,Komisariat 1172,"ul. Zauek 91/30
34-367 Czestochowa",10
1172,Komisariat 1173,"ulica Puaskiego 07/78
92-656 Malbork",12
1173,Komisariat 1174,"ulica Armii Krajowej 94/15
12-499 Knurow",7
1174,Komisariat 1175,"aleja Zielna 27/04
95-995 Nowy Sacz",12
1175,Komisariat 1176,"ul. Wspolna 778
12-152 Jarosaw",10
1176,Komisariat 1177,"pl. Bukowa 857
90-102 Konin",11
1177,Komisariat 1178,"plac Poznanska 13/33
67-047 Torun",10
1178,Komisariat 1179,"al. Zaciszna 28/07
40-345 Sanok",8
1179,Komisariat 1180,"al. Poniatowskiego 50
60-863 Sosnowiec",12
1180,Komisariat 1181,"ul. Kruczkowskiego 60/35
98-820 Jastrzebie-Zdroj",14
1181,Komisariat 1182,"pl. Warynskiego 02/95
48-088 Wodzisaw Slaski",7
1182,Komisariat 1183,"pl. Widok 36
26-938 Nowy Dwor Mazowiecki",7
1183,Komisariat 1184,"ul. Bema 27/81
54-725 Minsk Mazowiecki",13
1184,Komisariat 1185,"ul. Wislana 039
97-308 Dabrowa Gornicza",11
1185,Komisariat 1186,"ul. Andersa 55/92
91-531 Turek",8
1186,Komisariat 1187,"al. Kazimierza Wielkiego 85
66-019 Polkowice",16
1187,Komisariat 1188,"aleja Malczewskiego 60/41
15-153 Siemianowice Slaskie",16
1188,Komisariat 1189,"aleja Gorska 731
57-809 Pock",9
1189,Komisariat 1190,"aleja Sokola 48/94
66-250 Augustow",10
1190,Komisariat 1191,"ul. Stefana Batorego 823
99-568 omza",6
1191,Komisariat 1192,"pl. Zurawia 896
47-115 Siedlce",11
1192,Komisariat 1193,"plac Niecaa 55
62-158 Lubon",14
1193,Komisariat 1194,"ul. Wyspianskiego 907
50-134 Sosnowiec",5
1194,Komisariat 1195,"ulica Spacerowa 56
95-131 Olsztyn",12
1195,Komisariat 1196,"pl. Turystyczna 264
08-339 Sroda Wielkopolska",16
1196,Komisariat 1197,"al. Daleka 36
85-902 Gniezno",9
1197,Komisariat 1198,"aleja abedzia 66/76
56-943 Lubin",12
1198,Komisariat 1199,"al. Srednia 737
78-434 Myszkow",7
1199,Komisariat 1200,"plac Lesna 90/13
42-991 Pruszkow",6
1200,Komisariat 1201,"ul. Chmielna 377
51-947 Leszno",13
1201,Komisariat 1202,"aleja Wadysawa Jagiey 18/29
62-608 Kedzierzyn-Kozle",14
1202,Komisariat 1203,"al. Wysoka 393
09-329 Kluczbork",10
1203,Komisariat 1204,"pl. Szpitalna 61/59
57-714 Tarnowskie Gory",5
1204,Komisariat 1205,"ul. Warynskiego 233
84-731 Nowy Dwor Mazowiecki",9
1205,Komisariat 1206,"al. Moniuszki 95/62
80-430 Sandomierz",15
1206,Komisariat 1207,"plac Baczynskiego 006
29-434 Ciechanow",8
1207,Komisariat 1208,"ul. Stefana Batorego 97
03-182 Katowice",13
1208,Komisariat 1209,"ul. Sarnia 99
23-571 Jastrzebie-Zdroj",11
1209,Komisariat 1210,"ulica Konwaliowa 60/95
52-821 Gdynia",8
1210,Komisariat 1211,"plac Kazimierza Wielkiego 86
51-051 Legionowo",9
1211,Komisariat 1212,"aleja Jana 42/95
79-883 Kluczbork",12
1212,Komisariat 1213,"ul. Cedrowa 82/72
36-625 Kluczbork",5
1213,Komisariat 1214,"ul. Kosynierow 94
43-213 Ruda Slaska",8
1214,Komisariat 1215,"ul. Grabowa 24
62-254 Koobrzeg",8
1215,Komisariat 1216,"ulica Willowa 81
75-066 Swiebodzice",12
1216,Komisariat 1217,"al. Skadowa 065
18-241 Opole",21
1217,Komisariat 1218,"pl. Kalinowa 66/28
53-059 Szczytno",11
1218,Komisariat 1219,"ul. Jastrzebia 60
14-511 Zambrow",9
1219,Komisariat 1220,"ul. Morelowa 88/70
15-106 Czeladz",13
1220,Komisariat 1221,"plac Pisudskiego 52/77
78-786 Szczecin",9
1221,Komisariat 1222,"al. Krokusowa 46/58
36-558 Bydgoszcz",13
1222,Komisariat 1223,"ul. Torunska 01
73-586 Zawiercie",7
1223,Komisariat 1224,"pl. Ciasna 81
95-998 Krakow",9
1224,Komisariat 1225,"al. Konarskiego 524
36-987 aziska Gorne",8
1225,Komisariat 1226,"pl. Rolna 56
59-470 Koszalin",10
1226,Komisariat 1227,"plac Zielna 04
45-759 Olkusz",15
1227,Komisariat 1228,"plac Paacowa 97/61
25-093 omza",14
1228,Komisariat 1229,"pl. Zaciszna 68
69-385 Pia",12
1229,Komisariat 1230,"al. Sadowa 033
75-341 Swietochowice",10
1230,Komisariat 1231,"pl. Tulipanowa 48/38
01-851 Inowrocaw",9
1231,Komisariat 1232,"pl. Dugosza 39
32-237 Sroda Wielkopolska",10
1232,Komisariat 1233,"ulica Malczewskiego 03
39-351 Wodzisaw Slaski",10
1233,Komisariat 1234,"al. Szczesliwa 77
10-843 Skawina",6
1234,Komisariat 1235,"aleja Maja 29/09
98-634 Lubon",6
1235,Komisariat 1236,"pl. Szmaragdowa 06/65
25-534 Rybnik",4
1236,Komisariat 1237,"ulica Jesienna 25/85
88-463 Jaso",11
1237,Komisariat 1238,"aleja Pogodna 22/26
98-899 Warszawa",12
1238,Komisariat 1239,"ul. Nakowskiej 910
74-660 Gorlice",11
1239,Komisariat 1240,"al. Wadysawa okietka 80
45-248 Zabrze",7
1240,Komisariat 1241,"plac Kolejowa 896
83-028 Police",9
1241,Komisariat 1242,"al. Strzelecka 67
35-723 Grodzisk Mazowiecki",5
1242,Komisariat 1243,"aleja Pisudskiego 721
63-053 Gorzow Wielkopolski",6
1243,Komisariat 1244,"ul. Zytnia 689
91-823 Pock",9
1244,Komisariat 1245,"ul. Wiejska 54/73
73-095 Zakopane",8
1245,Komisariat 1246,"al. Powstancow 04/12
99-838 Pruszkow",12
1246,Komisariat 1247,"ulica Zdrojowa 267
17-100 Olesnica",5
1247,Komisariat 1248,"ulica Sportowa 084
65-085 Gliwice",9
1248,Komisariat 1249,"ul. Zachodnia 405
10-050 Ek",10
1249,Komisariat 1250,"ulica Paacowa 55/17
85-898 owicz",11
1250,Komisariat 1251,"ul. Zauek 03/46
45-408 Zgorzelec",8
1251,Komisariat 1252,"al. Szymanowskiego 72
81-364 Grudziadz",12
1252,Komisariat 1253,"pl. Witosa 24/79
29-811 odz",7
1253,Komisariat 1254,"aleja Wyspianskiego 34
15-014 Chorzow",11
1254,Komisariat 1255,"ul. Jarzebinowa 92
17-726 Knurow",9
1255,Komisariat 1256,"plac Graniczna 44/95
96-479 Olesnica",14
1256,Komisariat 1257,"ul. Czestochowska 036
93-641 Wyszkow",7
1257,Komisariat 1258,"plac Strumykowa 27
88-276 Gniezno",7
1258,Komisariat 1259,"aleja Plater 555
11-088 Czeladz",9
1259,Komisariat 1260,"pl. Plater 89/30
61-588 Wyszkow",16
1260,Komisariat 1261,"al. Starowiejska 896
93-337 Radom",5
1261,Komisariat 1262,"aleja Maczka 82/96
06-047 Sroda Wielkopolska",17
1262,Komisariat 1263,"ulica Gornicza 34
57-130 Wagrowiec",7
1263,Komisariat 1264,"pl. Rzeczna 61/67
78-718 Jastrzebie-Zdroj",5
1264,Komisariat 1265,"al. Towarowa 929
54-632 Swiebodzice",12
1265,Komisariat 1266,"plac Szarych Szeregow 84
81-479 Lubon",11
1266,Komisariat 1267,"aleja Dolna 65/40
14-231 Bedzin",9
1267,Komisariat 1268,"ul. Grzybowa 650
30-422 Zakopane",7
1268,Komisariat 1269,"ulica Okrezna 48/01
59-074 Marki",16
1269,Komisariat 1270,"ulica Prosta 58
37-772 Cieszyn",8
1270,Komisariat 1271,"al. Czeresniowa 097
91-192 Stalowa Wola",8
1271,Komisariat 1272,"pl. Jaboniowa 81/95
84-590 Swiebodzice",13
1272,Komisariat 1273,"plac Odrzanska 39/92
11-203 Zary",13
1273,Komisariat 1274,"al. Makowa 053
62-915 ukow",12
1274,Komisariat 1275,"ul. Pszenna 19/96
48-822 Swarzedz",7
1275,Komisariat 1276,"aleja Lesna 65/42
60-920 Pszczyna",12
1276,Komisariat 1277,"ul. Przechodnia 92
45-727 Swinoujscie",10
1277,Komisariat 1278,"pl. Jesionowa 67
90-375 Grudziadz",10
1278,Komisariat 1279,"plac Jaboniowa 586
62-716 Ostroeka",14
1279,Komisariat 1280,"plac Tulipanowa 10/45
88-095 Biaa Podlaska",17
1280,Komisariat 1281,"ulica Klonowa 39/08
60-696 Chorzow",12
1281,Komisariat 1282,"al. Brzechwy 108
82-763 Oswiecim",9
1282,Komisariat 1283,"ulica Zauek 55
64-691 Swiebodzice",9
1283,Komisariat 1284,"ul. Wolnosci 430
36-316 Jawor",10
1284,Komisariat 1285,"plac Kaszubska 70/26
93-444 Wrocaw",8
1285,Komisariat 1286,"ul. Boczna 50/88
93-384 Olkusz",13
1286,Komisariat 1287,"pl. Zrodlana 07
74-116 Kalisz",13
1287,Komisariat 1288,"ulica Ogrodowa 38
32-556 Jaso",18
1288,Komisariat 1289,"al. Zielona 72
11-296 Skawina",8
1289,Komisariat 1290,"pl. Skodowskiej-Curie 84/91
40-377 Tomaszow Mazowiecki",9
1290,Komisariat 1291,"plac Wrocawska 64
99-873 Bielsko-Biaa",6
1291,Komisariat 1292,"al. Targowa 80/75
03-948 Ostroda",11
1292,Komisariat 1293,"plac Wrzosowa 339
46-531 Zary",11
1293,Komisariat 1294,"plac Kochanowskiego 83
81-572 Otwock",12
1294,Komisariat 1295,"plac Grzybowa 61/67
85-971 Nowa Ruda",8
1295,Komisariat 1296,"ul. Agrestowa 052
05-911 Bochnia",16
1296,Komisariat 1297,"ul. Skosna 144
90-635 Pia",13
1297,Komisariat 1298,"aleja Jana III Sobieskiego 097
84-048 Sochaczew",12
1298,Komisariat 1299,"pl. Podmiejska 98/63
30-507 Jastrzebie-Zdroj",9
1299,Komisariat 1300,"plac Urocza 913
59-746 Ostrow Mazowiecka",11
1300,Komisariat 1301,"plac Poudniowa 55
70-248 Kalisz",9
1301,Komisariat 1302,"aleja Grunwaldzka 341
90-730 Zywiec",7
1302,Komisariat 1303,"plac Targowa 264
69-749 Opole",12
1303,Komisariat 1304,"al. Chemonskiego 11/24
43-036 Rybnik",6
1304,Komisariat 1305,"pl. Zaciszna 50/55
94-867 Katowice",11
1305,Komisariat 1306,"pl. Swierkowa 501
94-102 Poznan",13
1306,Komisariat 1307,"plac Waowa 78/20
54-410 omza",5
1307,Komisariat 1308,"al. Narcyzowa 60/94
70-006 Bielawa",8
1308,Komisariat 1309,"al. Konopnickiej 82/15
46-660 Malbork",17
1309,Komisariat 1310,"ul. Kamienna 438
17-380 Ostrowiec Swietokrzyski",6
1310,Komisariat 1311,"al. Sosnowa 686
46-790 Lublin",13
1311,Komisariat 1312,"aleja Traugutta 74/93
91-936 Piaseczno",14
1312,Komisariat 1313,"ulica Duga 77
24-320 Tarnowskie Gory",6
1313,Komisariat 1314,"al. Koralowa 43/96
22-002 Reda",4
1314,Komisariat 1315,"ulica Liliowa 669
74-541 Oawa",11
1315,Komisariat 1316,"ulica Urocza 687
78-521 Lebork",11
1316,Komisariat 1317,"pl. Ogrodowa 20/94
79-864 Czechowice-Dziedzice",8
1317,Komisariat 1318,"aleja Wierzbowa 21
88-857 Krotoszyn",9
1318,Komisariat 1319,"pl. Teczowa 23
16-507 Swarzedz",10
1319,Komisariat 1320,"al. Wilcza 38
63-209 Bielawa",8
1320,Komisariat 1321,"pl. Wieniawskiego 82/14
25-998 Zary",8
1321,Komisariat 1322,"ul. Kamienna 31/15
62-929 Tarnow",11
1322,Komisariat 1323,"pl. Warszawska 73
28-213 Skarzysko-Kamienna",7
1323,Komisariat 1324,"aleja Piastowska 44/10
16-184 Brodnica",10
1324,Komisariat 1325,"ulica Orkana 61/79
19-131 Ostroeka",7
1325,Komisariat 1326,"aleja Klasztorna 783
70-719 Wielun",10
1326,Komisariat 1327,"ul. akowa 95
97-127 Ek",14
1327,Komisariat 1328,"al. Wypoczynkowa 15/10
12-128 Zory",11
1328,Komisariat 1329,"pl. Dobra 44/44
86-185 Tomaszow Mazowiecki",9
1329,Komisariat 1330,"ul. Mieszka I 72/80
86-602 Bolesawiec",20
1330,Komisariat 1331,"ulica Gorska 417
93-780 Koszalin",14
1331,Komisariat 1332,"ulica Kruczkowskiego 77
97-258 Wejherowo",8
1332,Komisariat 1333,"ulica Batycka 71
80-547 Ostroeka",11
1333,Komisariat 1334,"ulica Szafirowa 054
67-700 Lubartow",10
1334,Komisariat 1335,"al. Orzechowa 734
84-125 Zabrze",15
1335,Komisariat 1336,"aleja Jaskocza 00
80-491 Sopot",3
1336,Komisariat 1337,"ul. Magnoliowa 63/81
37-831 Czestochowa",7
1337,Komisariat 1338,"al. Letniskowa 98
41-841 Cieszyn",13
1338,Komisariat 1339,"al. Gornicza 47
74-804 Mikoow",9
1339,Komisariat 1340,"pl. Pogodna 920
36-767 Tarnobrzeg",13
1340,Komisariat 1341,"ul. Tuwima 04
35-497 Tarnobrzeg",9
1341,Komisariat 1342,"al. Sosnowa 95/58
30-132 Gizycko",9
1342,Komisariat 1343,"pl. Bociania 19
07-102 Kalisz",5
1343,Komisariat 1344,"ul. Jesionowa 703
25-556 Zgorzelec",5
1344,Komisariat 1345,"ul. Zota 05
16-276 Zamosc",18
1345,Komisariat 1346,"ul. Parkowa 63
45-031 Wodzisaw Slaski",6
1346,Komisariat 1347,"pl. Narcyzowa 032
97-888 Chorzow",15
1347,Komisariat 1348,"aleja Rzemieslnicza 38
42-428 Gdynia",6
1348,Komisariat 1349,"plac Jana III Sobieskiego 93/99
15-984 Lublin",5
1349,Komisariat 1350,"ul. Lesna 86/69
88-115 Nysa",8
1350,Komisariat 1351,"plac Zdrojowa 69
83-801 Ostroeka",15
1351,Komisariat 1352,"ul. Kazimierza Wielkiego 68/51
17-548 Pabianice",9
1352,Komisariat 1353,"plac Jana 30/97
63-913 Ostroeka",9
1353,Komisariat 1354,"al. Piaskowa 74/12
95-906 Oawa",11
1354,Komisariat 1355,"ul. Majowa 17
52-222 Zakopane",12
1355,Komisariat 1356,"plac Rozana 89
59-577 Kluczbork",6
1356,Komisariat 1357,"al. Klonowa 03/93
88-739 Wacz",10
1357,Komisariat 1358,"ul. Jezynowa 924
02-292 Zyrardow",9
1358,Komisariat 1359,"al. Batycka 563
97-743 Malbork",10
1359,Komisariat 1360,"ulica Poudniowa 70/73
65-344 Wielun",11
1360,Komisariat 1361,"aleja Szarych Szeregow 45
38-167 Sochaczew",12
1361,Komisariat 1362,"aleja Dolna 04
59-002 Wocawek",16
1362,Komisariat 1363,"aleja Wiatraczna 67/24
91-928 Wabrzych",10
1363,Komisariat 1364,"ul. Niepodlegosci 36
17-648 Stalowa Wola",10
1364,Komisariat 1365,"plac Wisniowa 66
93-674 Zory",7
1365,Komisariat 1366,"plac Chemonskiego 62/15
02-573 Ostrow Mazowiecka",11
1366,Komisariat 1367,"ul. Szczesliwa 06
24-570 Wrzesnia",8
1367,Komisariat 1368,"aleja Staszica 43
72-473 Brodnica",13
1368,Komisariat 1369,"al. Narutowicza 01/48
42-047 Siemianowice Slaskie",3
1369,Komisariat 1370,"ul. Staffa 735
83-287 Koobrzeg",10
1370,Komisariat 1371,"ul. Browarna 00/36
47-803 Nysa",11
1371,Komisariat 1372,"al. Sosnowa 187
06-775 Radomsko",8
1372,Komisariat 1373,"plac Mazurska 58
21-980 Leszno",7
1373,Komisariat 1374,"aleja Warynskiego 49/15
40-035 Jawor",7
1374,Komisariat 1375,"aleja Widok 26/00
68-517 Kedzierzyn-Kozle",11
1375,Komisariat 1376,"plac Traugutta 448
01-339 Opole",16
1376,Komisariat 1377,"pl. Rajska 62
05-463 Gizycko",9
1377,Komisariat 1378,"ul. Klonowa 60
01-420 Czechowice-Dziedzice",9
1378,Komisariat 1379,"ulica Diamentowa 001
85-262 Swinoujscie",6
1379,Komisariat 1380,"ulica Wiejska 785
23-313 Kedzierzyn-Kozle",9
1380,Komisariat 1381,"al. Grottgera 48/13
25-258 Bochnia",7
1381,Komisariat 1382,"ul. Wodna 25
29-866 Bechatow",9
1382,Komisariat 1383,"ulica Rajska 857
46-431 Zielona Gora",8
1383,Komisariat 1384,"ulica Krolewska 34
29-613 Zgierz",9
1384,Komisariat 1385,"pl. Letniskowa 07/24
87-186 Wrocaw",10
1385,Komisariat 1386,"plac Lelewela 805
97-017 Olsztyn",9
1386,Komisariat 1387,"ul. Wyzwolenia 57/39
62-483 Tarnowskie Gory",7
1387,Komisariat 1388,"al. Wrzosowa 93/12
64-672 Mikoow",9
1388,Komisariat 1389,"ul. Kopernika 77
19-198 Mysowice",11
1389,Komisariat 1390,"ul. Hutnicza 21/14
27-627 owicz",8
1390,Komisariat 1391,"al. Okulickiego 87
64-869 Zgierz",3
1391,Komisariat 1392,"plac Sikorskiego 16/98
27-661 Skawina",9
1392,Komisariat 1393,"pl. Widok 871
82-213 Ciechanow",10
1393,Komisariat 1394,"al. Slaska 24
61-974 Zawiercie",7
1394,Komisariat 1395,"plac Borowkowa 522
11-477 Mysowice",8
1395,Komisariat 1396,"al. Sawickiej 32
20-623 Swiecie",17
1396,Komisariat 1397,"al. Paderewskiego 79/38
97-957 Ostroeka",14
1397,Komisariat 1398,"al. Sadowa 66/97
68-936 Nowy Dwor Mazowiecki",11
1398,Komisariat 1399,"pl. Wiatraczna 82/41
96-266 Grodzisk Mazowiecki",13
1399,Komisariat 1400,"al. Stefana Batorego 148
32-988 Marki",9
1400,Komisariat 1401,"aleja Sowianska 763
64-679 Tczew",4
1401,Komisariat 1402,"plac Daszynskiego 338
75-520 Bielawa",7
1402,Komisariat 1403,"plac Szczesliwa 32
02-939 Koszalin",11
1403,Komisariat 1404,"pl. Bydgoska 11/35
53-113 Swidnica",9
1404,Komisariat 1405,"pl. Modrzewiowa 14
78-531 Pabianice",11
1405,Komisariat 1406,"ulica Okulickiego 725
27-841 Bartoszyce",7
1406,Komisariat 1407,"al. Kopernika 99
35-370 Debica",9
1407,Komisariat 1408,"al. Stycznia 21
74-798 omza",6
1408,Komisariat 1409,"aleja Mickiewicza 44/12
90-324 Pruszcz Gdanski",17
1409,Komisariat 1410,"al. Wojciecha 47
03-474 Myszkow",10
1410,Komisariat 1411,"al. Nakowskiej 274
67-802 Police",11
1411,Komisariat 1412,"pl. Lotnicza 457
66-782 Ponsk",8
1412,Komisariat 1413,"ulica Klonowa 86/85
24-322 Cieszyn",13
1413,Komisariat 1414,"plac Sadowa 89/12
14-257 odz",8
1414,Komisariat 1415,"al. Wojciecha 679
68-222 Swidnik",10
1415,Komisariat 1416,"ulica Skosna 68
66-399 Swidnica",15
1416,Komisariat 1417,"ulica Asnyka 722
54-892 Bielawa",5
1417,Komisariat 1418,"ulica Lipca 39
32-997 Nowa Ruda",11
1418,Komisariat 1419,"aleja Zachodnia 18
29-467 Bolesawiec",7
1419,Komisariat 1420,"plac Polna 32/66
38-705 Woomin",8
1420,Komisariat 1421,"ul. Swierkowa 75/40
65-754 Ostrow Wielkopolski",12
1421,Komisariat 1422,"al. Dugosza 72/30
23-023 Supsk",11
1422,Komisariat 1423,"aleja Skrajna 63/06
27-410 Swiebodzice",7
1423,Komisariat 1424,"al. Wspolna 856
14-826 Wocawek",10
1424,Komisariat 1425,"al. Kilinskiego 434
71-281 ukow",9
1425,Komisariat 1426,"aleja Jesienna 00/74
79-025 Tomaszow Mazowiecki",6
1426,Komisariat 1427,"plac Rycerska 84
47-746 Polkowice",8
1427,Komisariat 1428,"pl. Chopina 189
18-226 Dabrowa Gornicza",7
1428,Komisariat 1429,"pl. Korczaka 98/24
70-435 Bechatow",13
1429,Komisariat 1430,"ulica Wyszynskiego 461
98-926 Legnica",8
1430,Komisariat 1431,"plac Leszczynowa 18
85-621 Goleniow",6
1431,Komisariat 1432,"aleja Willowa 83/96
73-006 omza",11
1432,Komisariat 1433,"al. Kolejowa 108
09-080 owicz",13
1433,Komisariat 1434,"ulica Paderewskiego 56/72
13-403 Sochaczew",9
1434,Komisariat 1435,"ulica Wspolna 66/37
88-275 Zielona Gora",11
1435,Komisariat 1436,"ul. Fiokowa 85
65-108 Zielona Gora",12
1436,Komisariat 1437,"aleja Sienkiewicza 707
03-916 Piastow",13
1437,Komisariat 1438,"ulica Klasztorna 54/04
70-560 Zawiercie",6
1438,Komisariat 1439,"plac Konopnickiej 056
33-028 Skierniewice",11
1439,Komisariat 1440,"aleja Polna 45/23
82-094 Nowa Sol",9
1440,Komisariat 1441,"ul. Makowa 63/88
55-039 Biaystok",8
1441,Komisariat 1442,"ul. Ogrodowa 878
23-186 Czerwionka-Leszczyny",14
1442,Komisariat 1443,"ul. Zabia 65
71-905 Swietochowice",9
1443,Komisariat 1444,"aleja Bociania 97/44
66-387 Ek",9
1444,Komisariat 1445,"al. Kusocinskiego 89
91-997 Nysa",11
1445,Komisariat 1446,"pl. Okrezna 382
69-201 Pia",14
1446,Komisariat 1447,"aleja Agrestowa 45/28
71-215 Szczecin",7
1447,Komisariat 1448,"ulica Lawendowa 285
08-541 Sieradz",9
1448,Komisariat 1449,"aleja Perowa 358
15-492 Zyrardow",3
1449,Komisariat 1450,"aleja Konarskiego 403
62-773 Raciborz",18
1450,Komisariat 1451,"ulica Pogodna 85
97-017 Olkusz",7
1451,Komisariat 1452,"ul. Jaboniowa 51
02-651 Ostrowiec Swietokrzyski",5
1452,Komisariat 1453,"ulica Okrzei 50
67-862 Brzeg",12
1453,Komisariat 1454,"plac Klonowa 85/96
58-966 Pia",13
1454,Komisariat 1455,"plac Kamienna 66/85
09-048 Zakopane",8
1455,Komisariat 1456,"plac Krolewska 745
09-387 Katowice",14
1456,Komisariat 1457,"ul. Ciasna 18/38
55-698 Starachowice",8
1457,Komisariat 1458,"al. Hutnicza 84
79-305 Koscian",8
1458,Komisariat 1459,"plac Wislana 36
31-573 Pruszkow",9
1459,Komisariat 1460,"ul. Gornicza 01/74
94-675 Chem",9
1460,Komisariat 1461,"al. Szpitalna 42/64
43-403 Swidnik",9
1461,Komisariat 1462,"pl. Borowa 24
96-751 Pruszkow",11
1462,Komisariat 1463,"ulica Perowa 802
68-848 Sochaczew",16
1463,Komisariat 1464,"pl. Fredry 42
79-230 Zywiec",6
1464,Komisariat 1465,"plac Kolejowa 970
90-256 Gniezno",11
1465,Komisariat 1466,"ulica Ciasna 740
38-450 Pock",9
1466,Komisariat 1467,"ul. Ptasia 81/73
74-833 Ciechanow",7
1467,Komisariat 1468,"ulica Bociania 399
79-339 Jastrzebie-Zdroj",7
1468,Komisariat 1469,"plac Dworcowa 794
70-552 Warszawa",16
1469,Komisariat 1470,"aleja Nadbrzezna 455
59-501 Skarzysko-Kamienna",7
1470,Komisariat 1471,"aleja Dolna 94/97
27-964 Swiecie",11
1471,Komisariat 1472,"pl. Daszynskiego 86/60
90-314 Minsk Mazowiecki",7
1472,Komisariat 1473,"pl. Slaska 66/83
20-636 Bytom",12
1473,Komisariat 1474,"ul. Konstytucji 3 Maja 49/03
72-577 Minsk Mazowiecki",7
1474,Komisariat 1475,"plac Jagodowa 52
64-453 Radom",6
1475,Komisariat 1476,"ul. Powstancow Slaskich 46
78-751 Olesnica",9
1476,Komisariat 1477,"al. Orzechowa 832
14-168 Kutno",10
1477,Komisariat 1478,"pl. Chemonskiego 951
85-853 Nowa Sol",7
1478,Komisariat 1479,"al. Strumykowa 20
40-876 Myszkow",12
1479,Komisariat 1480,"ul. Osiedlowa 08
17-639 Czeladz",13
1480,Komisariat 1481,"ulica Swierkowa 82/57
50-825 Iawa",11
1481,Komisariat 1482,"ul. Wyzwolenia 318
12-230 Sosnowiec",11
1482,Komisariat 1483,"plac akowa 663
32-477 Piekary Slaskie",6
1483,Komisariat 1484,"ul. Jana Pawa II 05
17-986 Zory",7
1484,Komisariat 1485,"plac Polna 09/01
38-189 Zory",12
1485,Komisariat 1486,"plac Lelewela 308
21-928 Wejherowo",8
1486,Komisariat 1487,"al. Wyszynskiego 24
63-901 Wyszkow",9
1487,Komisariat 1488,"plac Cmentarna 77
12-424 Kluczbork",6
1488,Komisariat 1489,"aleja Dugosza 65/62
07-653 Sandomierz",11
1489,Komisariat 1490,"al. Jaowcowa 03/68
03-211 Pock",6
1490,Komisariat 1491,"ulica Widokowa 22/97
52-444 Reda",8
1491,Komisariat 1492,"plac Majowa 59
53-905 Jarocin",7
1492,Komisariat 1493,"ul. Kossaka 39
17-567 Nysa",12
1493,Komisariat 1494,"plac Brzozowa 81
35-394 Zgierz",13
1494,Komisariat 1495,"pl. Pogodna 82
85-286 Czeladz",11
1495,Komisariat 1496,"aleja Bydgoska 151
83-856 Tychy",12
1496,Komisariat 1497,"ulica Ponocna 83/44
53-679 Bartoszyce",11
1497,Komisariat 1498,"ul. Srebrna 44/19
48-537 Kedzierzyn-Kozle",14
1498,Komisariat 1499,"ulica Rzeczna 37
87-619 Jarocin",3
1499,Komisariat 1500,"aleja Gorska 74/14
58-419 Puawy",8
1500,Komisariat 1501,"ul. Mynska 810
93-635 Rzeszow",6
