ID,Nazwa,Numer_seryjny,Rodzaj
19291,Radiostacja nasobna,CFKCY1L3X5VY71K1V,srodki_lacznosci
19292,Latarka taktyczna,77DC5G1J1FP2EHX4E,inne
19293,Radiostacja nasobna,ZSFSBHKKXUMNEPAZM,srodki_lacznosci
19294,Sako TRG-21,9V6FKEUJXS51BEHPK,bron
19295,Apteczka taktyczna,3U2EXCHJ2V4UWBZ47,inne
19296,Radiostacja nasobna,L1CBFMT55N27JP7E6,srodki_lacznosci
19297,Volkswagen Crafter,98G4SXPP97YPY63EU,pojazd
19298,Alkomat AlcoQuant 6020,BECX7XV02PU4N8CZP,inne
19299,H&K MP5A3,HSTZ1FYK63BS38RJ8,bron
19300,Radiostacja nasobna,B6NFB18X3JN4ET25C,srodki_lacznosci
19301,Skoda Superb,N67TK7ZA5WD247RF7,pojazd
19302,Radiostacja nasobna,9N579LBS0C4PVX53M,srodki_lacznosci
19303,Skoda Superb,HXMED3D91WK868JHG,pojazd
19304,Alkomat AlcoQuant 6020,E5AM7RLN6AWSGFRTJ,inne
19305,Apteczka taktyczna,0RG1159565CAZTNG4,inne
19306,Kajdanki,KLFJGJBSXX3PKZZEZ,inne
19307,Volkswagen Transporter,JBE5138T40UUD96FY,pojazd
19308,Kajdanki,0XWP7BMH7SYZWM16S,inne
19309,Hyundai Tucson,ACTXHLBN3H3CMNMU3,pojazd
19310,Glauberyt PM-98,BWS374ZHXNSRMUV3D,bron
19311,Volkswagen Transporter,AP5M43X0656MKS5N6,pojazd
19312,Sako TRG-21,B9L0Y5796S5LFFWM3,bron
19313,Glauberyt PM-98,LCHE7JB7X2AZ7RVJT,bron
19314,Terminal Bluebird,T3GXK4BG8P6JK4JED,srodki_lacznosci
19315,Radiostacja nasobna,72J8ZJAZ579BT3ZCK,srodki_lacznosci
19316,Kajdanki,3S2FTZ4VXPXEH0LPH,inne
19317,Urzadzenie do detekcji narkotykow AlereTM DDS 2,6L9SYEZM6U2TD5139,inne
19318,Glauberyt PM-98,BJXPZGMK8Y3UARTVC,bron
19319,Toyota Corolla,5NHNMGXTXH4JUS909,pojazd
19320,Kajdanki,ZERTWEYA22J3AD65F,inne
19321,Terminal Bluebird,566L0NT02ABFW718W,srodki_lacznosci
19322,Alkomat AlcoQuant 6020,9ERM3D9DX9UGJUSJE,inne
19323,Apteczka taktyczna,JGZHFYUN2B7SHD0JS,inne
19324,Apteczka taktyczna,R3JML8B60NZAPU7Z1,inne
19325,Kamizelka kuloodporna,Y64Y9MU31SWYFLRN8,inne
19326,H&K G36,2TSHP6N273BAHBS6H,bron
19327,Volkswagen Crafter,20W3ZX210KUMDP8CP,pojazd
19328,Glock 19,CGA8JGNZ6G5KJZUKF,bron
19329,Volkswagen Crafter,PRJ7JZYN4WRTB557C,pojazd
19330,H&K G36,8LKSCUEA0S8AJ2LN7,bron
19331,Opel Crossland X,ULK0YKCF2E6SCUE7N,pojazd
19332,Skoda Superb,4HMGCCJG5G354V9DM,pojazd
19333,Terminal Bluebird,AYH52EPU5ZD4CJG82,srodki_lacznosci
19334,Kia Ceed III,N60EE0GK89C3ERSKL,pojazd
19335,Radiostacja nasobna,M22WX3HE04NDD4J75,srodki_lacznosci
19336,Terminal Bluebird,SXT7ZWS2198JG1DTV,srodki_lacznosci
19337,Alkomat AlcoQuant 6020,41YRPDZG0X353UYK2,inne
19338,Radiostacja nasobna,GX6PY5VD55JHLNTB1,srodki_lacznosci
19339,Urzadzenie do detekcji narkotykow AlereTM DDS 2,4RJR30XL26494TG9U,inne
19340,Terminal Bluebird,KS80GBK80P5BWDZ1V,srodki_lacznosci
19341,Apteczka taktyczna,APAF1RL17F5LX9WJF,inne
19342,Opel Crossland X,NHKCRVKY7JMB7S59A,pojazd
19343,Radiostacja nasobna,2RGBNWFD9R6TPZNGY,srodki_lacznosci
19344,Terminal Bluebird,Y6H4HKT78PZDEUNP8,srodki_lacznosci
19345,BMW serii 3,HYGGA0WB2XA6JGZBA,pojazd
19346,Skoda Superb,GN2VGJ2K3XZMWGM8D,pojazd
19347,Radiostacja nasobna,9KN5RCKD8B9DRU3N5,srodki_lacznosci
19348,Glock 19,CBRLLF0534WN1GS7F,bron
19349,Radiostacja nasobna,5S3YWR5R2D6ECX20N,srodki_lacznosci
19350,Terminal Bluebird,V36EJ3ZRXVYABK8JW,srodki_lacznosci
19351,Alkomat AlcoQuant 6020,4423Z7XK6PS82UYL8,inne
19352,Radiostacja nasobna,1SX97C538YPGC011H,srodki_lacznosci
19353,Alkomat AlcoQuant 6020,BKLAE4E435L6NKGH3,inne
19354,Apteczka taktyczna,SG9V2BVY7ATNU5GFP,inne
19355,Latarka taktyczna,TEEEMDTB8WV8Z1GBS,inne
19356,Skoda Superb,D5BAYC9B4YP3EA1PT,pojazd
19357,Kia Ceed III,JR6Z550W9ZM130Y2B,pojazd
19358,H&K MP5A3,LPJU43Z32602TM8MV,bron
19359,Radiostacja nasobna,K0BWNUVD3K8T8C44V,srodki_lacznosci
19360,Radiostacja nasobna,YVPZEN1K8BLN48UYJ,srodki_lacznosci
19361,Glock 19,5FSFXL6W5NGDXJB9F,bron
19362,Apteczka taktyczna,MDNXNR9458294PB0D,inne
19363,Glock 19,EXGDHL6H01WPYPA0R,bron
19364,Glock 19,T6AB1ZUC265KJ89LB,bron
19365,Sako TRG-21,AYZA3THC2S18BW8JH,bron
19366,Kamizelka kuloodporna,AUVVFHPD2AYM2EM88,inne
19367,Terminal Bluebird,MGDWUZ3NX4LXYR1K2,srodki_lacznosci
19368,Toyota Corolla,YJF6E6TPX25HL0LEZ,pojazd
19369,Apteczka taktyczna,5FKUJ4AJ913TBJKT5,inne
19370,HK UMP,A36W69244CD0PC471,bron
19371,Terminal Bluebird,KW0SMTUM1S46SZBGW,srodki_lacznosci
19372,Apteczka taktyczna,5G8LHDZR0ACW44FZN,inne
19373,Radiostacja nasobna,SKE25A6X2EYEVZJUN,srodki_lacznosci
19374,Radiostacja nasobna,63UJNGL55HE5YS74H,srodki_lacznosci
19375,Terminal Bluebird,KKNVVAHF0DSC02UPS,srodki_lacznosci
19376,Kajdanki,W31FT1J46H8F618GW,inne
19377,Beretta APX,NSKN24SW2TDME2UNE,bron
19378,Toyota Corolla,93DBA1093Y6SDTXZJ,pojazd
19379,Glauberyt PM-98,G2SPBAEN73Z8M5NTB,bron
19380,Radiostacja nasobna,9UW2E94L1XX9L5TFN,srodki_lacznosci
19381,Glock 19,MYYF5AE59GNMXXZZT,bron
19382,Sako TRG-21,Y1PJGT25223T9A8Y0,bron
19383,Radiostacja nasobna,PNWD2ZHY23GAPLP4N,srodki_lacznosci
19384,Hyundai Tucson,F1A7YGDG4ML7JHM2R,pojazd
19385,Urzadzenie do detekcji narkotykow AlereTM DDS 2,1PRFVNXZ82N1EB9UB,inne
19386,Opel Crossland X,CXTLL3UB2P94BG39H,pojazd
19387,Terminal Bluebird,7PV73UM93MF3MTWP3,srodki_lacznosci
19388,Kamizelka kuloodporna,SF2G13KD3VZZKWT55,inne
19389,Glock 17,SBVJWC682VB37VE65,bron
19390,Hyundai Tucson,XMXAGLRJ5GJNT8D3Y,pojazd
19391,BMW serii 3,95R9GM6J5BZDZS8NG,pojazd
19392,Terminal Bluebird,1N11D35C60WX3RWU5,srodki_lacznosci
19393,Urzadzenie do detekcji narkotykow AlereTM DDS 2,EK17YK4S89EU5HYKD,inne
19394,Apteczka taktyczna,KVN6NHP25WP1CW430,inne
19395,Latarka taktyczna,YVP8NSPC50L0YRXLR,inne
19396,Hyundai Tucson,WUCFTSS3000K0BR6E,pojazd
19397,Tonfa,1N9LM2V86YDSBSXVT,bron
19398,Kamizelka kuloodporna,D3CC0FGL3KLH4TJCA,inne
19399,Kajdanki,Z5BDUCTP6ANT8NFDY,inne
19400,Radiostacja nasobna,NMTFKUYWXVH8W11M8,srodki_lacznosci
19401,Tonfa,M40X8WNX7UD3FFKT3,bron
19402,Radiostacja nasobna,VYDMCA69XDLLPZ5KV,srodki_lacznosci
19403,Radiostacja nasobna,3ABA2KN4XC8LH4646,srodki_lacznosci
19404,Skoda Superb,NGEDFBXH793MLPZK0,pojazd
19405,Radiostacja nasobna,MAR7JVLF5XD1Z2GYG,srodki_lacznosci
19406,Kajdanki,LG02LPYL95RXDBELG,inne
19407,BMW serii 3,0HU7NFZW26C7EDGNJ,pojazd
19408,Glock 19,87VRHB9W1XGMRCNXF,bron
19409,Alkomat AlcoQuant 6020,U5L0AKK83313JC7Y7,inne
19410,Latarka taktyczna,KNF88YTT6FB9G53ZE,inne
19411,Skoda Superb,N0MH9YVA0FY2GLRAL,pojazd
19412,Glock 26,2YR03YEU06SRYRHE5,bron
19413,Volkswagen Crafter,5W4L1E3F833WU79YM,pojazd
19414,Kia Ceed III,1XCKVLE700GG8CH1E,pojazd
19415,Volkswagen Crafter,E3TD6H6D2G4G4VNT5,pojazd
19416,BMW serii 3,CN6PMTD16BBSNJF99,pojazd
19417,Kamizelka kuloodporna,AS1HR9MC8R2AXLYA3,inne
19418,H&K MP5A3,CPCZH2CG0590BB94X,bron
19419,Tonfa,6BG2GG9B5983BYBUT,bron
19420,Walther P99,UL1VRME39V5PNK3CH,bron
19421,Apteczka taktyczna,N727V38Y6122UUNVW,inne
19422,Opel Crossland X,VLDPJ3R77FA40UEAH,pojazd
19423,Latarka taktyczna,N5VVZF7V55WZ8L0MV,inne
19424,Glauberyt PM-98,UK77CXE98HKG9U8DP,bron
19425,H&K MP5A3,N2CMRXY336ULTLCVK,bron
19426,Hyundai Tucson,TK8D3TL121NNBHD3L,pojazd
19427,Kia Ceed III,27H080PG4PV0YXYNK,pojazd
19428,Glauberyt PM-98,AG3Z7NFC845GUMGS9,bron
19429,Terminal Bluebird,TNSD2PUW51RFFRWGD,srodki_lacznosci
19430,Glock 26,U578NWUS2GJN60XJN,bron
19431,Kamizelka kuloodporna,33R1EET25RJ7DZBBB,inne
19432,Glock 26,NMZF64D34ENE76UX0,bron
19433,Terminal Bluebird,G5LAS2A895V8BNJ0J,srodki_lacznosci
19434,Kamizelka kuloodporna,L85AZENL33RXGDFKM,inne
19435,HK UMP,8CCBJAZ9X6WGWKA22,bron
19436,Terminal Bluebird,XK46ATWE1PS89D2NE,srodki_lacznosci
19437,Terminal Bluebird,FS0AHYFL55N90JC08,srodki_lacznosci
19438,Toyota Corolla,FJ3YS0LCX4XY981A0,pojazd
19439,Hyundai Tucson,6X1YUV4V0YCYWJP8Z,pojazd
19440,Terminal Bluebird,P5HTMRV630K1NXK5E,srodki_lacznosci
19441,Glock 19,FCHLUR8T9HN6BJY41,bron
19442,Terminal Bluebird,RL2S7MXR6XPYSYW6T,srodki_lacznosci
19443,Urzadzenie do detekcji narkotykow AlereTM DDS 2,6H5FY74V5HU0534EW,inne
19444,Glock 17,L0H49U79745REB273,bron
19445,Urzadzenie do detekcji narkotykow AlereTM DDS 2,DCD0RWJ0650DB4P0B,inne
19446,Terminal Bluebird,C2PGM5T279U1YK56B,srodki_lacznosci
19447,Radiostacja nasobna,VPM1A55Z2JDJ6GL3E,srodki_lacznosci
19448,BMW serii 3,SCF2FV55155UF4MTV,pojazd
19449,Skoda Superb,GUU29U652KBKU1LGH,pojazd
19450,Glock 19,XJ1ANURW5S04ESE68,bron
19451,Glock 26,AYBSTN1L3G4S0WD4N,bron
19452,Radiostacja nasobna,AN7KH2452AGHJM84Y,srodki_lacznosci
19453,Terminal Bluebird,P9G6L27N7TDCV7Y49,srodki_lacznosci
19454,Terminal Bluebird,RXD6PK0Y2CRTR1F8X,srodki_lacznosci
19455,Toyota Corolla,SR8XDJ1L42V70MV4T,pojazd
19456,Apteczka taktyczna,ZJJNXJNC12870HH01,inne
19457,BMW serii 3,YTHWDT4HXAMNR3WN6,pojazd
19458,HK UMP,PJCALHE46YLCXEJMD,bron
19459,Latarka taktyczna,HYB7Z5699BXDZN1ZH,inne
19460,Glauberyt PM-98,SJ0VPG9B27R01DA1Z,bron
19461,Radiostacja nasobna,PE0BYMZ583VZX5H4Y,srodki_lacznosci
19462,Radiostacja nasobna,NHSZB52T9R2AA7BG5,srodki_lacznosci
19463,Glauberyt PM-98,Y5CGNBVU3CUHJBEP5,bron
19464,Urzadzenie do detekcji narkotykow AlereTM DDS 2,8Y4PXUMR8ACC9CXPX,inne
19465,Apteczka taktyczna,NUNMW00T8WGUX1XD9,inne
19466,Skoda Superb,WP50YAR13PJKC4G3Y,pojazd
19467,Terminal Bluebird,MZ36T4FM5RLCHA0KM,srodki_lacznosci
19468,Kamizelka kuloodporna,BVZFKTT741A9SLV3G,inne
19469,Hyundai Tucson,F78DM6RF8KSFGNSGE,pojazd
19470,BMW serii 3,2SN2VB10XPTH050Z7,pojazd
19471,H&K G36,7FWU4C1R3SDGPPSZY,bron
19472,Toyota Corolla,FPCJU27Z2W8H0J8Y8,pojazd
19473,Walther P99,SGZWXJ464YX3FGDTL,bron
19474,Terminal Bluebird,ZYV4R3WW5TE9SDEZ9,srodki_lacznosci
19475,Glauberyt PM-98,RCD2PB856Y0104MKV,bron
19476,Skoda Superb,T36FLRD62RAVRUZPA,pojazd
19477,Terminal Bluebird,U06V8EL2X68MELS6F,srodki_lacznosci
19478,Alkomat AlcoQuant 6020,5HDHY706XMPB96AP3,inne
19479,Tonfa,XMGUUX0F4G8KHF45C,bron
19480,Kajdanki,Z0694YPJ7ZCCUB0JF,inne
19481,Terminal Bluebird,GF9XFTG17UUFAHASB,srodki_lacznosci
19482,Toyota Corolla,4N9BABFW1JUH41K82,pojazd
19483,Alkomat AlcoQuant 6020,ZR7AU0575P1GBKDB7,inne
19484,Urzadzenie do detekcji narkotykow AlereTM DDS 2,SNSUKAPE9327E6DGG,inne
19485,Kajdanki,535T3NC05RZWKTF2V,inne
19486,Glock 26,XEHHPMH90ZJ7U5T0B,bron
19487,Hyundai Tucson,ZPNLYMCC3N0CLCSTS,pojazd
19488,Kajdanki,G84EVUZM2MVDGFZ2C,inne
19489,Tonfa,TC0BRCKK1S2S4NF58,bron
19490,Glock 26,LMJGMCMN64G5LBPKB,bron
19491,H&K G36,0YJRN4TV9W40D4VC9,bron
19492,Urzadzenie do detekcji narkotykow AlereTM DDS 2,6HT637SZ6VDZF71JB,inne
19493,Kamizelka kuloodporna,R6UTZHEF8Y220ZSVC,inne
19494,Walther P99,C2YD9WL86H0D55PZW,bron
19495,Glock 19,8S3N3YJN017AXGJK3,bron
19496,BMW serii 3,SYNBERXA0YV9K28F5,pojazd
19497,Radiostacja nasobna,ELP8ESFW32JD44MT1,srodki_lacznosci
19498,Tonfa,5UVHU1EY00H1M7HJ3,bron
19499,Toyota Corolla,GTTKHF0LXMR8JHZTV,pojazd
19500,Latarka taktyczna,XTF7VNDBXZB105KCH,inne
19501,Volkswagen Transporter,55U7UGY43BHMFRS9F,pojazd
19502,HK UMP,P83V1VF816NSHWY23,bron
19503,H&K MP5A3,EPCNSGU3XSFWTX4LN,bron
19504,Radiostacja nasobna,SG0SKVUA2GUNPCCGZ,srodki_lacznosci
19505,Kamizelka kuloodporna,22TY91DG8B77R9JGZ,inne
19506,Terminal Bluebird,YDWB86DX8P4BBMZ1A,srodki_lacznosci
19507,Terminal Bluebird,DTUSYRBZ6AMC1GVR6,srodki_lacznosci
19508,Urzadzenie do detekcji narkotykow AlereTM DDS 2,X4VJ6TCR49R1ZJ41A,inne
19509,Radiostacja nasobna,V0M950U15UT98VRFK,srodki_lacznosci
19510,BMW serii 3,E9EW98F938KMSCY4D,pojazd
19511,Kamizelka kuloodporna,01NG2BX59BJLK42DA,inne
19512,Kia Ceed III,9BZSWRX22W6SMKRW7,pojazd
19513,Toyota Corolla,D8XG245V2EDW5P1UU,pojazd
19514,Kamizelka kuloodporna,E2EJ3RYA72FZC71HC,inne
19515,Terminal Bluebird,RXHN74FC3EZ8A3UCX,srodki_lacznosci
19516,Latarka taktyczna,WBULMP323MHGS75TV,inne
19517,Skoda Superb,XP9L572X6JRA05SBU,pojazd
19518,H&K MP5A3,PG7WSBKV35KRH5EF9,bron
19519,Tonfa,EJB5EPXDXEXPFSRGR,bron
19520,Radiostacja nasobna,LKWT2YKT57PJAPCX1,srodki_lacznosci
19521,Volkswagen Crafter,JPNY2B4J9YG8PNCG3,pojazd
19522,Opel Crossland X,KC9V11DEXRKC5KEA0,pojazd
19523,HK UMP,RUL8ZAZV4TN0GVL7W,bron
19524,H&K G36,V3AZSWZV5WE8J5T1E,bron
19525,Toyota Corolla,0M31SULEXYUZZ353X,pojazd
19526,Tonfa,32C4XRTY10ASYXKWY,bron
19527,Toyota Corolla,64TUDBNG19NXNR743,pojazd
19528,Radiostacja nasobna,CV49XC62387R45H09,srodki_lacznosci
19529,Kamizelka kuloodporna,8PXKVBVF9T5NCGF6J,inne
19530,Skoda Superb,31605G5WXJ4CJFUXH,pojazd
19531,Urzadzenie do detekcji narkotykow AlereTM DDS 2,G3T77BR89E51LANTV,inne
19532,Sako TRG-21,P0ENG3T81ZLEMS7UB,bron
19533,Glock 26,LYWKM3L96N5A87ZSB,bron
19534,Radiostacja nasobna,C75XHWET4XHPPKPYJ,srodki_lacznosci
19535,BMW serii 3,3DJ7CA5908HCLWXLF,pojazd
19536,Glock 26,YE6AH2YJ3N5X8HC4K,bron
19537,Opel Crossland X,8SC76NZRXG5RKXJ84,pojazd
19538,Hyundai Tucson,FWWWWMZB2T4VPHXR7,pojazd
19539,Radiostacja nasobna,BSNU3EXL7DAZ7S722,srodki_lacznosci
19540,H&K MP5A3,D2HS6SEU19767ACJ8,bron
19541,Tonfa,EL0N3YCC8S7AAX67A,bron
19542,Glauberyt PM-98,U1KZU7RR77A4WUYZ7,bron
19543,Volkswagen Transporter,U712WRY083VZBDTEZ,pojazd
19544,Skoda Superb,9N7TNFC5240AYYEB8,pojazd
19545,Terminal Bluebird,FJEFA99PXPL74SCZ9,srodki_lacznosci
19546,Toyota Corolla,19VNYDC3748FJ1T3W,pojazd
19547,Volkswagen Crafter,R7VP1ZGMX5H7K1A9C,pojazd
19548,Kia Ceed III,TFZNP65F02JYPM970,pojazd
19549,Latarka taktyczna,WX16KCBE333677KVJ,inne
19550,Radiostacja nasobna,R4GAG07R09L8ZS9FP,srodki_lacznosci
19551,Radiostacja nasobna,XPU13Y267XJLN59HL,srodki_lacznosci
19552,Radiostacja nasobna,SLH5FY5D4N6DFP1EG,srodki_lacznosci
19553,Glauberyt PM-98,CZH5AHKXXSTY1PJ3G,bron
19554,Glauberyt PM-98,PGGA344SX4ELGZPB3,bron
19555,Opel Crossland X,03SWF0VH2W9DE85F7,pojazd
19556,H&K G36,0HZHUM1H2JXNDUGY4,bron
19557,Alkomat AlcoQuant 6020,Z463BTBE33V11WGA7,inne
19558,Skoda Superb,0BL8T02W4Y34G6FCW,pojazd
19559,Kamizelka kuloodporna,WCDMRZY34SP5PDU29,inne
19560,Urzadzenie do detekcji narkotykow AlereTM DDS 2,PTJH460MXRCUB8J7E,inne
19561,Terminal Bluebird,EKJDC5WDXXYPSNHG7,srodki_lacznosci
19562,Glock 17,T7ULAXTJ6UAN1CTMB,bron
19563,HK UMP,ZWT67ELG59T8RU9S4,bron
19564,Latarka taktyczna,NEVFKLK66A55HDRL0,inne
19565,Terminal Bluebird,66TGULAM8SZWFZ2FV,srodki_lacznosci
19566,Radiostacja nasobna,JVPR6C302BHN9BVEA,srodki_lacznosci
19567,Kajdanki,EFJ6EN7K73WXM63UX,inne
19568,Glauberyt PM-98,2KLF1E9Z1CJEU98F7,bron
19569,H&K G36,2CRKSBDL2WREVVBL6,bron
19570,Kamizelka kuloodporna,FDG3USNR2KB9XRXC5,inne
19571,Radiostacja nasobna,W0NTEBL45UEHL0ZS0,srodki_lacznosci
19572,Volkswagen Transporter,3TNFWHU6916F1BCJ5,pojazd
19573,Apteczka taktyczna,TV9MCRD25M5L7L7NK,inne
19574,Opel Crossland X,L5NR85L16SX2TZECX,pojazd
19575,Terminal Bluebird,ANA160CP0FW40HF47,srodki_lacznosci
19576,Kajdanki,DLGYU0AD9250M4V1N,inne
19577,Glauberyt PM-98,2MU91KC12AP52D21T,bron
19578,Kamizelka kuloodporna,YXK7K3M44RHZ7X6L0,inne
19579,Terminal Bluebird,ESP259PK04T8K8Y7N,srodki_lacznosci
19580,Glock 26,3CSUV05B5DH6D73RF,bron
19581,Glock 19,J0HWVCMY11FMWGYFE,bron
19582,Apteczka taktyczna,XXGSGR3R73EPWNA94,inne
19583,Volkswagen Transporter,3J070TEM8ZCR69TYH,pojazd
19584,Glock 26,5EPRVDB568YZ9N1MP,bron
19585,HK UMP,BPRWY4BD2KCT56395,bron
19586,Glock 17,43XJ49SW2SP5FWGVC,bron
19587,Tonfa,9S4KYHRH6W72A9Z0Y,bron
19588,Terminal Bluebird,GPNE9L1L1XKK5JS94,srodki_lacznosci
19589,Alkomat AlcoQuant 6020,T9V0Y6SFXPNT5U71P,inne
19590,Radiostacja nasobna,GF8YFJHN41ESZZ3CS,srodki_lacznosci
19591,Kamizelka kuloodporna,DBY1RABC2PGR02RP5,inne
19592,H&K G36,EU6HW8SA3B60K6V3W,bron
19593,Radiostacja nasobna,WPKWV4LS3N2NYB6WC,srodki_lacznosci
19594,Radiostacja nasobna,9Z8HVVPE60FH8FSZT,srodki_lacznosci
19595,BMW serii 3,KV5JVC9Z8RH3C6TN3,pojazd
19596,Glock 17,FL46AJBM3Z7K3EAL9,bron
19597,Volkswagen Crafter,4LPX0VK64SGGSHKEB,pojazd
19598,Kia Ceed III,1W7JD1VN4K54938A6,pojazd
19599,Apteczka taktyczna,VRPSFWR82DB9YBX54,inne
19600,Kia Ceed III,BDW9GSKL70HDCEGSD,pojazd
19601,Glock 17,55N5MZ614X3EEUEPX,bron
19602,Skoda Superb,N2Z7CBL09YZ35WER5,pojazd
19603,Glock 19,P5NYF45N4YDTN09GM,bron
19604,Kamizelka kuloodporna,MSF5R7K55Y71W8EGM,inne
19605,Apteczka taktyczna,P0MNYAEA467S4K2EB,inne
19606,Volkswagen Transporter,6VNK6G3W59EBFB8VH,pojazd
19607,Sako TRG-21,S1TKZGWG54NL9J7DK,bron
19608,Toyota Corolla,HLV31BWM7UG1SD18D,pojazd
19609,Glauberyt PM-98,949ZBT779RV68N0XJ,bron
19610,Kajdanki,P5R5LMZG28NGFKM07,inne
19611,Terminal Bluebird,T15J4P31XKU21R2VT,srodki_lacznosci
19612,Glock 17,W8E3HFWX9Y4M97JL0,bron
19613,Apteczka taktyczna,9NX9JE3F57ZRN34Z6,inne
19614,Terminal Bluebird,TA7GW1RT7A8TCPS6G,srodki_lacznosci
19615,Latarka taktyczna,GHB39XXZ2VJ4D5A0D,inne
19616,Kajdanki,P61Z1LD43912ELM7S,inne
19617,H&K MP5A3,CEX7AXYN8M53YS238,bron
19618,Opel Crossland X,E5M32HMT67TH6KP7J,pojazd
19619,Kamizelka kuloodporna,MDTJ9YY35DT5KYR09,inne
19620,Alkomat AlcoQuant 6020,0JMXNRUA9RNM6GMTZ,inne
19621,Toyota Corolla,001B1KYR70DB5CWUF,pojazd
19622,Urzadzenie do detekcji narkotykow AlereTM DDS 2,808HTXL112ZKYD2KE,inne
19623,Kamizelka kuloodporna,1YSF8N2HX1R42190Z,inne
19624,BMW serii 3,X5YCUXG3X6DNNYF7W,pojazd
19625,HK UMP,AKMVJUMY6WTV5FUXL,bron
19626,Terminal Bluebird,4DU3HTCU3CDFH2J48,srodki_lacznosci
19627,Toyota Corolla,ACNHJVXY6DF4YEAKT,pojazd
19628,Skoda Superb,DLYC4S3Z7W05RHUYW,pojazd
19629,Terminal Bluebird,EPWUH90J2KPEZN3A7,srodki_lacznosci
19630,Latarka taktyczna,LN8V1XNLXY0XS9LNB,inne
19631,Terminal Bluebird,RGMFXVY34BV18T0BJ,srodki_lacznosci
19632,Tonfa,PZ3D78632JWF2JRXZ,bron
19633,Terminal Bluebird,GWZV999JX765XK55S,srodki_lacznosci
19634,Toyota Corolla,LJD2AAPY5XWUG92F8,pojazd
19635,Walther P99,LW4NCL8Z0KXRXAFTP,bron
19636,Latarka taktyczna,ZG9UC48D1NPX462VH,inne
19637,BMW serii 3,VUW6L1GL5MPYXE5YK,pojazd
19638,Kamizelka kuloodporna,Y8WEES7Z0F8F7JHPF,inne
19639,Radiostacja nasobna,NHMFDRTR2S62PUJYY,srodki_lacznosci
19640,Radiostacja nasobna,PRXJZCEJ67WA88VC1,srodki_lacznosci
19641,Alkomat AlcoQuant 6020,TKMSGD9F9DB650WN4,inne
19642,Terminal Bluebird,5WYHJT0G8NME18YM2,srodki_lacznosci
19643,Radiostacja nasobna,HKJT2VU25SZ9Z95BT,srodki_lacznosci
19644,Hyundai Tucson,CVUD8TM8015PY9J63,pojazd
19645,Opel Crossland X,SL1YZ3A66ED53NJP5,pojazd
19646,Radiostacja nasobna,8BGXA7DK8N6CL6VVN,srodki_lacznosci
19647,Apteczka taktyczna,UU8DPPN65KNP0VSB4,inne
19648,Radiostacja nasobna,6ZJS3N9P4ZJBJSEK1,srodki_lacznosci
19649,Radiostacja nasobna,PPAJTS8B0YDPL2F3F,srodki_lacznosci
19650,Radiostacja nasobna,6PERR8YF1C9DAN1T3,srodki_lacznosci
19651,Toyota Corolla,TVLKLMPB24UDAUE7A,pojazd
19652,Volkswagen Crafter,J1Y38Y8F16X13KKCG,pojazd
19653,Kamizelka kuloodporna,KFM136XM3UUD7UUYM,inne
19654,Glock 19,E9EMSR4J5ZJMGYZYA,bron
19655,Volkswagen Crafter,D0K852E05JD5CPJUS,pojazd
19656,Glock 19,TCCRYAE1X35F32BHU,bron
19657,Urzadzenie do detekcji narkotykow AlereTM DDS 2,T0GC7YDP8YTWGCLTN,inne
19658,HK UMP,SA31S75KXE8DZ4Y2M,bron
19659,Glock 17,FW3DE15A4JS5C26RJ,bron
19660,Radiostacja nasobna,4U0N2N6611PF3NWJR,srodki_lacznosci
19661,Sako TRG-21,55NST1FZ1DJX27GNK,bron
19662,Apteczka taktyczna,DKMGMR9V8K0NBHV66,inne
19663,Skoda Superb,HYPPYZJU1BJG3J3UE,pojazd
19664,Volkswagen Crafter,YG31EJ061BM4PAP8F,pojazd
19665,Urzadzenie do detekcji narkotykow AlereTM DDS 2,1D4030FK31MP5YZFS,inne
19666,BMW serii 3,4M0X0A6P5BTZAK345,pojazd
19667,Terminal Bluebird,880AFWHR6K7UFDD5C,srodki_lacznosci
19668,Skoda Superb,GGNEDMHL7THP85VPP,pojazd
19669,Terminal Bluebird,AA2WLWRJX41YAN3T9,srodki_lacznosci
19670,Radiostacja nasobna,F85HNL7X12N9YHL9H,srodki_lacznosci
19671,Terminal Bluebird,MV2WVLWK56FNMRTA5,srodki_lacznosci
19672,Kajdanki,9EAJL4JJ778G9KR1P,inne
19673,Kia Ceed III,W1MM8Y2G5SUP56046,pojazd
19674,Toyota Corolla,JJJN250E4101P0NPL,pojazd
19675,H&K G36,VXEKK7Z1X7YURK13V,bron
19676,Urzadzenie do detekcji narkotykow AlereTM DDS 2,RKB7XC6V97PU26E83,inne
19677,Latarka taktyczna,BLZWH5583ZJX02Z9Z,inne
19678,Glock 17,CSZH9LZP5TJVE4E88,bron
19679,Sako TRG-21,MS4R08G02GHR2C03U,bron
19680,Kajdanki,BEF2JHX07N9558G07,inne
19681,Volkswagen Transporter,RSXH3A1A66H07RFXF,pojazd
19682,Terminal Bluebird,D3JZ9D0M9MPLW8J1T,srodki_lacznosci
19683,Skoda Superb,TKU8HWTUX26AV15FR,pojazd
19684,BMW serii 3,5UNXD8VB9MF09CPYM,pojazd
19685,HK UMP,8DD5XA853J5EKKE80,bron
19686,Volkswagen Transporter,NXZDABZ07BXCXRUV5,pojazd
19687,Glock 17,PEBEACGM3MBJ0JDJ0,bron
