ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
1204,Komisariat 1205,"ul. Warynskiego 233
84-731 Nowy Dwor Mazowiecki",18
1205,Komisariat 1206,"al. Moniuszki 95/62
80-430 Sandomierz",26
1206,Komisariat 1207,"plac Baczynskiego 006
29-434 Ciechanow",17
1207,Komisariat 1208,"ul. Stefana Batorego 97
03-182 Katowice",22
1208,Komisariat 1209,"ul. Sarnia 99
23-571 Jastrzebie-Zdroj",20
1209,Komisariat 1210,"ulica Konwaliowa 60/95
52-821 Gdynia",19
1210,Komisariat 1211,"plac Kazimierza Wielkiego 86
51-051 Legionowo",19
1211,Komisariat 1212,"aleja Jana 42/95
79-883 Kluczbork",20
1212,Komisariat 1213,"ul. Cedrowa 82/72
36-625 Kluczbork",17
1213,Komisariat 1214,"ul. Kosynierow 94
43-213 Ruda Slaska",18
1214,Komisariat 1215,"ul. Grabowa 24
62-254 Koobrzeg",20
1215,Komisariat 1216,"ulica Willowa 81
75-066 Swiebodzice",19
1216,Komisariat 1217,"al. Skadowa 065
18-241 Opole",30
1217,Komisariat 1218,"pl. Kalinowa 66/28
53-059 Szczytno",20
1218,Komisariat 1219,"ul. Jastrzebia 60
14-511 Zambrow",21
1219,Komisariat 1220,"ul. Morelowa 88/70
15-106 Czeladz",21
1220,Komisariat 1221,"plac Pisudskiego 52/77
78-786 Szczecin",19
1221,Komisariat 1222,"al. Krokusowa 46/58
36-558 Bydgoszcz",23
1222,Komisariat 1223,"ul. Torunska 01
73-586 Zawiercie",14
1223,Komisariat 1224,"pl. Ciasna 81
95-998 Krakow",21
1224,Komisariat 1225,"al. Konarskiego 524
36-987 aziska Gorne",21
1225,Komisariat 1226,"pl. Rolna 56
59-470 Koszalin",22
1226,Komisariat 1227,"plac Zielna 04
45-759 Olkusz",25
1227,Komisariat 1228,"plac Paacowa 97/61
25-093 omza",24
1228,Komisariat 1229,"pl. Zaciszna 68
69-385 Pia",23
1229,Komisariat 1230,"al. Sadowa 033
75-341 Swietochowice",24
1230,Komisariat 1231,"pl. Tulipanowa 48/38
01-851 Inowrocaw",16
1231,Komisariat 1232,"pl. Dugosza 39
32-237 Sroda Wielkopolska",15
1232,Komisariat 1233,"ulica Malczewskiego 03
39-351 Wodzisaw Slaski",15
1233,Komisariat 1234,"al. Szczesliwa 77
10-843 Skawina",19
1234,Komisariat 1235,"aleja Maja 29/09
98-634 Lubon",14
1235,Komisariat 1236,"pl. Szmaragdowa 06/65
25-534 Rybnik",17
1236,Komisariat 1237,"ulica Jesienna 25/85
88-463 Jaso",22
1237,Komisariat 1238,"aleja Pogodna 22/26
98-899 Warszawa",19
1238,Komisariat 1239,"ul. Nakowskiej 910
74-660 Gorlice",22
1239,Komisariat 1240,"al. Wadysawa okietka 80
45-248 Zabrze",16
1240,Komisariat 1241,"plac Kolejowa 896
83-028 Police",19
1241,Komisariat 1242,"al. Strzelecka 67
35-723 Grodzisk Mazowiecki",12
1242,Komisariat 1243,"aleja Pisudskiego 721
63-053 Gorzow Wielkopolski",14
1243,Komisariat 1244,"ul. Zytnia 689
91-823 Pock",17
1244,Komisariat 1245,"ul. Wiejska 54/73
73-095 Zakopane",21
1245,Komisariat 1246,"al. Powstancow 04/12
99-838 Pruszkow",21
1246,Komisariat 1247,"ulica Zdrojowa 267
17-100 Olesnica",17
1247,Komisariat 1248,"ulica Sportowa 084
65-085 Gliwice",16
1248,Komisariat 1249,"ul. Zachodnia 405
10-050 Ek",26
1249,Komisariat 1250,"ulica Paacowa 55/17
85-898 owicz",22
1250,Komisariat 1251,"ul. Zauek 03/46
45-408 Zgorzelec",17
1251,Komisariat 1252,"al. Szymanowskiego 72
81-364 Grudziadz",15
1252,Komisariat 1253,"pl. Witosa 24/79
29-811 odz",15
1253,Komisariat 1254,"aleja Wyspianskiego 34
15-014 Chorzow",19
1254,Komisariat 1255,"ul. Jarzebinowa 92
17-726 Knurow",16
1255,Komisariat 1256,"plac Graniczna 44/95
96-479 Olesnica",28
1256,Komisariat 1257,"ul. Czestochowska 036
93-641 Wyszkow",22
1257,Komisariat 1258,"plac Strumykowa 27
88-276 Gniezno",19
1258,Komisariat 1259,"aleja Plater 555
11-088 Czeladz",21
1259,Komisariat 1260,"pl. Plater 89/30
61-588 Wyszkow",24
1260,Komisariat 1261,"al. Starowiejska 896
93-337 Radom",12
1261,Komisariat 1262,"aleja Maczka 82/96
06-047 Sroda Wielkopolska",30
1262,Komisariat 1263,"ulica Gornicza 34
57-130 Wagrowiec",21
1263,Komisariat 1264,"pl. Rzeczna 61/67
78-718 Jastrzebie-Zdroj",21
1264,Komisariat 1265,"al. Towarowa 929
54-632 Swiebodzice",21
1265,Komisariat 1266,"plac Szarych Szeregow 84
81-479 Lubon",23
1266,Komisariat 1267,"aleja Dolna 65/40
14-231 Bedzin",17
1267,Komisariat 1268,"ul. Grzybowa 650
30-422 Zakopane",19
1268,Komisariat 1269,"ulica Okrezna 48/01
59-074 Marki",25
1269,Komisariat 1270,"ulica Prosta 58
37-772 Cieszyn",13
1270,Komisariat 1271,"al. Czeresniowa 097
91-192 Stalowa Wola",19
1271,Komisariat 1272,"pl. Jaboniowa 81/95
84-590 Swiebodzice",19
1272,Komisariat 1273,"plac Odrzanska 39/92
11-203 Zary",21
1273,Komisariat 1274,"al. Makowa 053
62-915 ukow",24
1274,Komisariat 1275,"ul. Pszenna 19/96
48-822 Swarzedz",15
1275,Komisariat 1276,"aleja Lesna 65/42
60-920 Pszczyna",24
1276,Komisariat 1277,"ul. Przechodnia 92
45-727 Swinoujscie",21
1277,Komisariat 1278,"pl. Jesionowa 67
90-375 Grudziadz",22
1278,Komisariat 1279,"plac Jaboniowa 586
62-716 Ostroeka",21
1279,Komisariat 1280,"plac Tulipanowa 10/45
88-095 Biaa Podlaska",29
1280,Komisariat 1281,"ulica Klonowa 39/08
60-696 Chorzow",19
1281,Komisariat 1282,"al. Brzechwy 108
82-763 Oswiecim",17
1282,Komisariat 1283,"ulica Zauek 55
64-691 Swiebodzice",26
1283,Komisariat 1284,"ul. Wolnosci 430
36-316 Jawor",23
1284,Komisariat 1285,"plac Kaszubska 70/26
93-444 Wrocaw",16
1285,Komisariat 1286,"ul. Boczna 50/88
93-384 Olkusz",23
1286,Komisariat 1287,"pl. Zrodlana 07
74-116 Kalisz",20
1287,Komisariat 1288,"ulica Ogrodowa 38
32-556 Jaso",33
1288,Komisariat 1289,"al. Zielona 72
11-296 Skawina",19
1289,Komisariat 1290,"pl. Skodowskiej-Curie 84/91
40-377 Tomaszow Mazowiecki",28
1290,Komisariat 1291,"plac Wrocawska 64
99-873 Bielsko-Biaa",15
1291,Komisariat 1292,"al. Targowa 80/75
03-948 Ostroda",18
1292,Komisariat 1293,"plac Wrzosowa 339
46-531 Zary",26
1293,Komisariat 1294,"plac Kochanowskiego 83
81-572 Otwock",23
1294,Komisariat 1295,"plac Grzybowa 61/67
85-971 Nowa Ruda",16
1295,Komisariat 1296,"ul. Agrestowa 052
05-911 Bochnia",20
1296,Komisariat 1297,"ul. Skosna 144
90-635 Pia",22
1297,Komisariat 1298,"aleja Jana III Sobieskiego 097
84-048 Sochaczew",25
1298,Komisariat 1299,"pl. Podmiejska 98/63
30-507 Jastrzebie-Zdroj",23
1299,Komisariat 1300,"plac Urocza 913
59-746 Ostrow Mazowiecka",26
1300,Komisariat 1301,"plac Poudniowa 55
70-248 Kalisz",13
1301,Komisariat 1302,"aleja Grunwaldzka 341
90-730 Zywiec",19
1302,Komisariat 1303,"plac Targowa 264
69-749 Opole",21
1303,Komisariat 1304,"al. Chemonskiego 11/24
43-036 Rybnik",11
1304,Komisariat 1305,"pl. Zaciszna 50/55
94-867 Katowice",21
1305,Komisariat 1306,"pl. Swierkowa 501
94-102 Poznan",25
1306,Komisariat 1307,"plac Waowa 78/20
54-410 omza",13
1307,Komisariat 1308,"al. Narcyzowa 60/94
70-006 Bielawa",15
1308,Komisariat 1309,"al. Konopnickiej 82/15
46-660 Malbork",26
1309,Komisariat 1310,"ul. Kamienna 438
17-380 Ostrowiec Swietokrzyski",19
1310,Komisariat 1311,"al. Sosnowa 686
46-790 Lublin",27
1311,Komisariat 1312,"aleja Traugutta 74/93
91-936 Piaseczno",27
1312,Komisariat 1313,"ulica Duga 77
24-320 Tarnowskie Gory",20
1313,Komisariat 1314,"al. Koralowa 43/96
22-002 Reda",10
1314,Komisariat 1315,"ulica Liliowa 669
74-541 Oawa",20
1315,Komisariat 1316,"ulica Urocza 687
78-521 Lebork",21
1316,Komisariat 1317,"pl. Ogrodowa 20/94
79-864 Czechowice-Dziedzice",13
1317,Komisariat 1318,"aleja Wierzbowa 21
88-857 Krotoszyn",18
1318,Komisariat 1319,"pl. Teczowa 23
16-507 Swarzedz",25
1319,Komisariat 1320,"al. Wilcza 38
63-209 Bielawa",19
1320,Komisariat 1321,"pl. Wieniawskiego 82/14
25-998 Zary",15
1321,Komisariat 1322,"ul. Kamienna 31/15
62-929 Tarnow",25
1322,Komisariat 1323,"pl. Warszawska 73
28-213 Skarzysko-Kamienna",11
1323,Komisariat 1324,"aleja Piastowska 44/10
16-184 Brodnica",16
1324,Komisariat 1325,"ulica Orkana 61/79
19-131 Ostroeka",21
1325,Komisariat 1326,"aleja Klasztorna 783
70-719 Wielun",22
1326,Komisariat 1327,"ul. akowa 95
97-127 Ek",19
1327,Komisariat 1328,"al. Wypoczynkowa 15/10
12-128 Zory",22
1328,Komisariat 1329,"pl. Dobra 44/44
86-185 Tomaszow Mazowiecki",22
1329,Komisariat 1330,"ul. Mieszka I 72/80
86-602 Bolesawiec",38
1330,Komisariat 1331,"ulica Gorska 417
93-780 Koszalin",23
1331,Komisariat 1332,"ulica Kruczkowskiego 77
97-258 Wejherowo",14
1332,Komisariat 1333,"ulica Batycka 71
80-547 Ostroeka",22
1333,Komisariat 1334,"ulica Szafirowa 054
67-700 Lubartow",20
1334,Komisariat 1335,"al. Orzechowa 734
84-125 Zabrze",26
1335,Komisariat 1336,"aleja Jaskocza 00
80-491 Sopot",10
1336,Komisariat 1337,"ul. Magnoliowa 63/81
37-831 Czestochowa",15
1337,Komisariat 1338,"al. Letniskowa 98
41-841 Cieszyn",22
1338,Komisariat 1339,"al. Gornicza 47
74-804 Mikoow",18
1339,Komisariat 1340,"pl. Pogodna 920
36-767 Tarnobrzeg",24
1340,Komisariat 1341,"ul. Tuwima 04
35-497 Tarnobrzeg",20
1341,Komisariat 1342,"al. Sosnowa 95/58
30-132 Gizycko",21
1342,Komisariat 1343,"pl. Bociania 19
07-102 Kalisz",16
1343,Komisariat 1344,"ul. Jesionowa 703
25-556 Zgorzelec",13
1344,Komisariat 1345,"ul. Zota 05
16-276 Zamosc",26
1345,Komisariat 1346,"ul. Parkowa 63
45-031 Wodzisaw Slaski",18
1346,Komisariat 1347,"pl. Narcyzowa 032
97-888 Chorzow",23
1347,Komisariat 1348,"aleja Rzemieslnicza 38
42-428 Gdynia",15
1348,Komisariat 1349,"plac Jana III Sobieskiego 93/99
15-984 Lublin",11
1349,Komisariat 1350,"ul. Lesna 86/69
88-115 Nysa",19
1350,Komisariat 1351,"plac Zdrojowa 69
83-801 Ostroeka",26
1351,Komisariat 1352,"ul. Kazimierza Wielkiego 68/51
17-548 Pabianice",18
1352,Komisariat 1353,"plac Jana 30/97
63-913 Ostroeka",16
1353,Komisariat 1354,"al. Piaskowa 74/12
95-906 Oawa",15
1354,Komisariat 1355,"ul. Majowa 17
52-222 Zakopane",24
1355,Komisariat 1356,"plac Rozana 89
59-577 Kluczbork",15
1356,Komisariat 1357,"al. Klonowa 03/93
88-739 Wacz",23
1357,Komisariat 1358,"ul. Jezynowa 924
02-292 Zyrardow",25
1358,Komisariat 1359,"al. Batycka 563
97-743 Malbork",20
1359,Komisariat 1360,"ulica Poudniowa 70/73
65-344 Wielun",18
1360,Komisariat 1361,"aleja Szarych Szeregow 45
38-167 Sochaczew",24
1361,Komisariat 1362,"aleja Dolna 04
59-002 Wocawek",25
1362,Komisariat 1363,"aleja Wiatraczna 67/24
91-928 Wabrzych",20
1363,Komisariat 1364,"ul. Niepodlegosci 36
17-648 Stalowa Wola",19
1364,Komisariat 1365,"plac Wisniowa 66
93-674 Zory",20
1365,Komisariat 1366,"plac Chemonskiego 62/15
02-573 Ostrow Mazowiecka",16
1366,Komisariat 1367,"ul. Szczesliwa 06
24-570 Wrzesnia",19
1367,Komisariat 1368,"aleja Staszica 43
72-473 Brodnica",21
1368,Komisariat 1369,"al. Narutowicza 01/48
42-047 Siemianowice Slaskie",11
1369,Komisariat 1370,"ul. Staffa 735
83-287 Koobrzeg",20
1370,Komisariat 1371,"ul. Browarna 00/36
47-803 Nysa",19
1371,Komisariat 1372,"al. Sosnowa 187
06-775 Radomsko",24
1372,Komisariat 1373,"plac Mazurska 58
21-980 Leszno",20
1373,Komisariat 1374,"aleja Warynskiego 49/15
40-035 Jawor",16
1374,Komisariat 1375,"aleja Widok 26/00
68-517 Kedzierzyn-Kozle",18
1375,Komisariat 1376,"plac Traugutta 448
01-339 Opole",27
1376,Komisariat 1377,"pl. Rajska 62
05-463 Gizycko",23
1377,Komisariat 1378,"ul. Klonowa 60
01-420 Czechowice-Dziedzice",16
1378,Komisariat 1379,"ulica Diamentowa 001
85-262 Swinoujscie",14
1379,Komisariat 1380,"ulica Wiejska 785
23-313 Kedzierzyn-Kozle",18
1380,Komisariat 1381,"al. Grottgera 48/13
25-258 Bochnia",20
1381,Komisariat 1382,"ul. Wodna 25
29-866 Bechatow",18
1382,Komisariat 1383,"ulica Rajska 857
46-431 Zielona Gora",21
1383,Komisariat 1384,"ulica Krolewska 34
29-613 Zgierz",17
1384,Komisariat 1385,"pl. Letniskowa 07/24
87-186 Wrocaw",24
1385,Komisariat 1386,"plac Lelewela 805
97-017 Olsztyn",18
1386,Komisariat 1387,"ul. Wyzwolenia 57/39
62-483 Tarnowskie Gory",17
1387,Komisariat 1388,"al. Wrzosowa 93/12
64-672 Mikoow",21
1388,Komisariat 1389,"ul. Kopernika 77
19-198 Mysowice",25
1389,Komisariat 1390,"ul. Hutnicza 21/14
27-627 owicz",21
1390,Komisariat 1391,"al. Okulickiego 87
64-869 Zgierz",17
1391,Komisariat 1392,"plac Sikorskiego 16/98
27-661 Skawina",21
1392,Komisariat 1393,"pl. Widok 871
82-213 Ciechanow",20
1393,Komisariat 1394,"al. Slaska 24
61-974 Zawiercie",17
1394,Komisariat 1395,"plac Borowkowa 522
11-477 Mysowice",14
1395,Komisariat 1396,"al. Sawickiej 32
20-623 Swiecie",30
1396,Komisariat 1397,"al. Paderewskiego 79/38
97-957 Ostroeka",24
1397,Komisariat 1398,"al. Sadowa 66/97
68-936 Nowy Dwor Mazowiecki",25
1398,Komisariat 1399,"pl. Wiatraczna 82/41
96-266 Grodzisk Mazowiecki",24
1399,Komisariat 1400,"al. Stefana Batorego 148
32-988 Marki",22
1400,Komisariat 1401,"aleja Sowianska 763
64-679 Tczew",16
1401,Komisariat 1402,"plac Daszynskiego 338
75-520 Bielawa",18
1402,Komisariat 1403,"plac Szczesliwa 32
02-939 Koszalin",24
1403,Komisariat 1404,"pl. Bydgoska 11/35
53-113 Swidnica",17
1404,Komisariat 1405,"pl. Modrzewiowa 14
78-531 Pabianice",17
1405,Komisariat 1406,"ulica Okulickiego 725
27-841 Bartoszyce",22
1406,Komisariat 1407,"al. Kopernika 99
35-370 Debica",21
1407,Komisariat 1408,"al. Stycznia 21
74-798 omza",14
1408,Komisariat 1409,"aleja Mickiewicza 44/12
90-324 Pruszcz Gdanski",30
1409,Komisariat 1410,"al. Wojciecha 47
03-474 Myszkow",18
1410,Komisariat 1411,"al. Nakowskiej 274
67-802 Police",19
1411,Komisariat 1412,"pl. Lotnicza 457
66-782 Ponsk",22
1412,Komisariat 1413,"ulica Klonowa 86/85
24-322 Cieszyn",23
1413,Komisariat 1414,"plac Sadowa 89/12
14-257 odz",18
1414,Komisariat 1415,"al. Wojciecha 679
68-222 Swidnik",18
1415,Komisariat 1416,"ulica Skosna 68
66-399 Swidnica",24
1416,Komisariat 1417,"ulica Asnyka 722
54-892 Bielawa",13
1417,Komisariat 1418,"ulica Lipca 39
32-997 Nowa Ruda",19
1418,Komisariat 1419,"aleja Zachodnia 18
29-467 Bolesawiec",19
1419,Komisariat 1420,"plac Polna 32/66
38-705 Woomin",21
1420,Komisariat 1421,"ul. Swierkowa 75/40
65-754 Ostrow Wielkopolski",25
1421,Komisariat 1422,"al. Dugosza 72/30
23-023 Supsk",23
1422,Komisariat 1423,"aleja Skrajna 63/06
27-410 Swiebodzice",18
1423,Komisariat 1424,"al. Wspolna 856
14-826 Wocawek",19
1424,Komisariat 1425,"al. Kilinskiego 434
71-281 ukow",18
1425,Komisariat 1426,"aleja Jesienna 00/74
79-025 Tomaszow Mazowiecki",19
1426,Komisariat 1427,"plac Rycerska 84
47-746 Polkowice",19
1427,Komisariat 1428,"pl. Chopina 189
18-226 Dabrowa Gornicza",13
1428,Komisariat 1429,"pl. Korczaka 98/24
70-435 Bechatow",21
1429,Komisariat 1430,"ulica Wyszynskiego 461
98-926 Legnica",19
1430,Komisariat 1431,"plac Leszczynowa 18
85-621 Goleniow",14
1431,Komisariat 1432,"aleja Willowa 83/96
73-006 omza",21
1432,Komisariat 1433,"al. Kolejowa 108
09-080 owicz",20
1433,Komisariat 1434,"ulica Paderewskiego 56/72
13-403 Sochaczew",22
1434,Komisariat 1435,"ulica Wspolna 66/37
88-275 Zielona Gora",24
1435,Komisariat 1436,"ul. Fiokowa 85
65-108 Zielona Gora",22
1436,Komisariat 1437,"aleja Sienkiewicza 707
03-916 Piastow",22
1437,Komisariat 1438,"ulica Klasztorna 54/04
70-560 Zawiercie",20
1438,Komisariat 1439,"plac Konopnickiej 056
33-028 Skierniewice",25
1439,Komisariat 1440,"aleja Polna 45/23
82-094 Nowa Sol",20
1440,Komisariat 1441,"ul. Makowa 63/88
55-039 Biaystok",21
1441,Komisariat 1442,"ul. Ogrodowa 878
23-186 Czerwionka-Leszczyny",26
1442,Komisariat 1443,"ul. Zabia 65
71-905 Swietochowice",19
1443,Komisariat 1444,"aleja Bociania 97/44
66-387 Ek",17
1444,Komisariat 1445,"al. Kusocinskiego 89
91-997 Nysa",18
1445,Komisariat 1446,"pl. Okrezna 382
69-201 Pia",30
1446,Komisariat 1447,"aleja Agrestowa 45/28
71-215 Szczecin",14
1447,Komisariat 1448,"ulica Lawendowa 285
08-541 Sieradz",22
1448,Komisariat 1449,"aleja Perowa 358
15-492 Zyrardow",9
1449,Komisariat 1450,"aleja Konarskiego 403
62-773 Raciborz",27
1450,Komisariat 1451,"ulica Pogodna 85
97-017 Olkusz",16
1451,Komisariat 1452,"ul. Jaboniowa 51
02-651 Ostrowiec Swietokrzyski",12
1452,Komisariat 1453,"ulica Okrzei 50
67-862 Brzeg",20
1453,Komisariat 1454,"plac Klonowa 85/96
58-966 Pia",21
1454,Komisariat 1455,"plac Kamienna 66/85
09-048 Zakopane",16
1455,Komisariat 1456,"plac Krolewska 745
09-387 Katowice",26
1456,Komisariat 1457,"ul. Ciasna 18/38
55-698 Starachowice",13
1457,Komisariat 1458,"al. Hutnicza 84
79-305 Koscian",21
1458,Komisariat 1459,"plac Wislana 36
31-573 Pruszkow",15
1459,Komisariat 1460,"ul. Gornicza 01/74
94-675 Chem",14
1460,Komisariat 1461,"al. Szpitalna 42/64
43-403 Swidnik",22
1461,Komisariat 1462,"pl. Borowa 24
96-751 Pruszkow",20
1462,Komisariat 1463,"ulica Perowa 802
68-848 Sochaczew",25
1463,Komisariat 1464,"pl. Fredry 42
79-230 Zywiec",19
1464,Komisariat 1465,"plac Kolejowa 970
90-256 Gniezno",21
1465,Komisariat 1466,"ulica Ciasna 740
38-450 Pock",16
1466,Komisariat 1467,"ul. Ptasia 81/73
74-833 Ciechanow",21
1467,Komisariat 1468,"ulica Bociania 399
79-339 Jastrzebie-Zdroj",18
1468,Komisariat 1469,"plac Dworcowa 794
70-552 Warszawa",31
1469,Komisariat 1470,"aleja Nadbrzezna 455
59-501 Skarzysko-Kamienna",15
1470,Komisariat 1471,"aleja Dolna 94/97
27-964 Swiecie",26
1471,Komisariat 1472,"pl. Daszynskiego 86/60
90-314 Minsk Mazowiecki",16
1472,Komisariat 1473,"pl. Slaska 66/83
20-636 Bytom",22
1473,Komisariat 1474,"ul. Konstytucji 3 Maja 49/03
72-577 Minsk Mazowiecki",24
1474,Komisariat 1475,"plac Jagodowa 52
64-453 Radom",22
1475,Komisariat 1476,"ul. Powstancow Slaskich 46
78-751 Olesnica",22
1476,Komisariat 1477,"al. Orzechowa 832
14-168 Kutno",26
1477,Komisariat 1478,"pl. Chemonskiego 951
85-853 Nowa Sol",14
1478,Komisariat 1479,"al. Strumykowa 20
40-876 Myszkow",25
1479,Komisariat 1480,"ul. Osiedlowa 08
17-639 Czeladz",21
1480,Komisariat 1481,"ulica Swierkowa 82/57
50-825 Iawa",24
1481,Komisariat 1482,"ul. Wyzwolenia 318
12-230 Sosnowiec",19
1482,Komisariat 1483,"plac akowa 663
32-477 Piekary Slaskie",19
1483,Komisariat 1484,"ul. Jana Pawa II 05
17-986 Zory",18
1484,Komisariat 1485,"plac Polna 09/01
38-189 Zory",20
1485,Komisariat 1486,"plac Lelewela 308
21-928 Wejherowo",22
1486,Komisariat 1487,"al. Wyszynskiego 24
63-901 Wyszkow",22
1487,Komisariat 1488,"plac Cmentarna 77
12-424 Kluczbork",22
1488,Komisariat 1489,"aleja Dugosza 65/62
07-653 Sandomierz",19
1489,Komisariat 1490,"al. Jaowcowa 03/68
03-211 Pock",17
1490,Komisariat 1491,"ulica Widokowa 22/97
52-444 Reda",21
1491,Komisariat 1492,"plac Majowa 59
53-905 Jarocin",18
1492,Komisariat 1493,"ul. Kossaka 39
17-567 Nysa",21
1493,Komisariat 1494,"plac Brzozowa 81
35-394 Zgierz",21
1494,Komisariat 1495,"pl. Pogodna 82
85-286 Czeladz",21
1495,Komisariat 1496,"aleja Bydgoska 151
83-856 Tychy",22
1496,Komisariat 1497,"ulica Ponocna 83/44
53-679 Bartoszyce",19
1497,Komisariat 1498,"ul. Srebrna 44/19
48-537 Kedzierzyn-Kozle",27
1498,Komisariat 1499,"ulica Rzeczna 37
87-619 Jarocin",18
1499,Komisariat 1500,"aleja Gorska 74/14
58-419 Puawy",14
1500,Komisariat 1501,"ul. Mynska 810
93-635 Rzeszow",16
1501,Komisariat 1502,"pl. Daszynskiego 927
11-119 Kluczbork",17
1502,Komisariat 1503,"ul. Stolarska 80/05
59-914 Katowice",28
1503,Komisariat 1504,"al. abedzia 84
33-169 Jaworzno",24
1504,Komisariat 1505,"al. Rubinowa 39/11
71-155 Bigoraj",22
1505,Komisariat 1506,"plac Koataja 89/88
75-820 Lubliniec",14
1506,Komisariat 1507,"ulica Bolesawa Krzywoustego 21/09
52-988 Swidnica",27
1507,Komisariat 1508,"ulica Narutowicza 135
87-538 Kalisz",26
1508,Komisariat 1509,"al. Srednia 71
21-211 Skierniewice",15
1509,Komisariat 1510,"plac Kosynierow 219
88-887 Biaa Podlaska",18
1510,Komisariat 1511,"ul. Wyspianskiego 34/28
02-138 Mysowice",16
1511,Komisariat 1512,"pl. Bankowa 005
90-976 Zagan",15
1512,Komisariat 1513,"plac Borowkowa 88/10
47-729 Wielun",22
1513,Komisariat 1514,"ulica Rzeczna 876
81-535 Brzeg",15
1514,Komisariat 1515,"ul. Kossaka 239
54-812 Biaystok",15
1515,Komisariat 1516,"ul. Sowia 059
74-579 Myszkow",20
1516,Komisariat 1517,"ul. Szafirowa 64
87-526 Augustow",23
1517,Komisariat 1518,"ul. Dworska 57
95-223 Lublin",22
1518,Komisariat 1519,"aleja Sosnowa 17
05-056 Sosnowiec",23
1519,Komisariat 1520,"plac Broniewskiego 574
12-007 Woomin",31
1520,Komisariat 1521,"aleja Malczewskiego 59/72
46-088 Zabki",18
1521,Komisariat 1522,"ul. Ptasia 14
92-595 Czeladz",17
1522,Komisariat 1523,"al. Jagodowa 715
55-822 Zgorzelec",20
1523,Komisariat 1524,"al. Zota 27/87
14-189 Lubliniec",17
1524,Komisariat 1525,"aleja Majowa 91/73
25-667 Przemysl",26
1525,Komisariat 1526,"pl. Graniczna 07
13-411 Pia",28
1526,Komisariat 1527,"ul. Stroma 05
71-438 Zywiec",17
1527,Komisariat 1528,"al. Sportowa 058
15-430 owicz",15
1528,Komisariat 1529,"ulica Floriana 51/82
50-958 Koobrzeg",19
1529,Komisariat 1530,"aleja Jaworowa 03
25-544 Swiecie",25
1530,Komisariat 1531,"pl. Akacjowa 719
42-006 Wocawek",25
1531,Komisariat 1532,"ulica Sawickiej 49
67-656 Legionowo",26
1532,Komisariat 1533,"plac Bociania 70/91
46-909 Jawor",22
1533,Komisariat 1534,"ul. Gorska 23/37
14-759 Jastrzebie-Zdroj",16
1534,Komisariat 1535,"ul. Swierczewskiego 720
07-371 Nowy Targ",17
1535,Komisariat 1536,"ul. Irysowa 76
01-998 Krasnik",25
1536,Komisariat 1537,"aleja Warynskiego 17/03
87-917 Krasnik",17
1537,Komisariat 1538,"al. Agrestowa 24
22-907 Gdansk",21
1538,Komisariat 1539,"plac Magnoliowa 59
38-305 Zabki",29
1539,Komisariat 1540,"al. Borowkowa 959
79-455 Wyszkow",22
1540,Komisariat 1541,"ul. Jana 07/70
52-794 Tomaszow Mazowiecki",13
1541,Komisariat 1542,"al. Stroma 27
63-859 Starachowice",21
1542,Komisariat 1543,"ul. Rubinowa 09/42
58-319 Zabrze",18
1543,Komisariat 1544,"plac Korczaka 68/57
29-751 Ketrzyn",16
1544,Komisariat 1545,"pl. Traugutta 78
99-502 Lubon",15
1545,Komisariat 1546,"aleja Wyzwolenia 38/45
17-213 Jastrzebie-Zdroj",26
1546,Komisariat 1547,"al. Reja 64/56
50-466 Katowice",24
1547,Komisariat 1548,"ulica Zielona 86/89
29-470 Wyszkow",22
1548,Komisariat 1549,"ul. Jesionowa 90/97
95-837 Bielsk Podlaski",12
1549,Komisariat 1550,"ul. Azaliowa 77/02
37-885 Chorzow",22
1550,Komisariat 1551,"pl. Skosna 680
20-958 Cieszyn",23
1551,Komisariat 1552,"plac Strzelecka 56/94
14-742 Bolesawiec",22
1552,Komisariat 1553,"ulica Andersa 55/37
17-328 Supsk",26
1553,Komisariat 1554,"ulica Tartaczna 62
87-833 Wyszkow",19
1554,Komisariat 1555,"al. Mickiewicza 32
69-718 Lubon",22
1555,Komisariat 1556,"ul. Bolesawa Krzywoustego 09/23
48-557 Debica",23
1556,Komisariat 1557,"pl. Modrzewiowa 39
14-463 Siedlce",16
